Error 200, reqId 26: No security definition has been found for the request, contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=7010.0, right='P', exchange='SMART', tradingClass='SPXW')
Error 200, reqId 27: No security definition has been found for the request, contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=6990.0, right='P', exchange='SMART', tradingClass='SPXW')
Error 200, reqId 28: No security definition has been found for the request, contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=6970.0, right='P', exchange='SMART', tradingClass='SPXW')
Error 200, reqId 30: No security definition has been found for the request, contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=6930.0, right='P', exchange='SMART', tradingClass='SPXW')
Error 200, reqId 31: No security definition has been found for the request, contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=6910.0, right='P', exchange='SMART', tradingClass='SPXW')
Unknown contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=7010.0, right='P', exchange='SMART', tradingClass='SPXW')
Unknown contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=6990.0, right='P', exchange='SMART', tradingClass='SPXW')
Unknown contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=6970.0, right='P', exchange='SMART', tradingClass='SPXW')
Unknown contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=6930.0, right='P', exchange='SMART', tradingClass='SPXW')
Unknown contract: Option(symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=6910.0, right='P', exchange='SMART', tradingClass='SPXW')
Error 10090, reqId 32: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=899495846, symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=7410.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260811P07410000', tradingClass='SPXW')
Error 10090, reqId 50: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=898068952, symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=7050.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260811P07050000', tradingClass='SPXW')
Error 10090, reqId 51: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=904814927, symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=7030.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260811P07030000', tradingClass='SPXW')
Error 10090, reqId 52: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=898068886, symbol='SPX', lastTradeDateOrContractMonth='20260811', strike=6950.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260811P06950000', tradingClass='SPXW')
Error 10090, reqId 59: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=899492522, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7415.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07415000', tradingClass='SPXW')
Error 10090, reqId 60: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=899493169, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7415.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07415000', tradingClass='SPXW')
Error 10090, reqId 61: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895589479, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7410.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07410000', tradingClass='SPXW')
Error 10090, reqId 62: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895590266, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7410.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07410000', tradingClass='SPXW')
Error 10090, reqId 63: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895589497, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7420.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07420000', tradingClass='SPXW')
Error 10090, reqId 64: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895590282, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7420.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07420000', tradingClass='SPXW')
Error 10090, reqId 71: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=899492466, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7395.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07395000', tradingClass='SPXW')
Error 10090, reqId 72: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=899493127, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7395.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07395000', tradingClass='SPXW')
Error 10090, reqId 73: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895589470, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7390.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07390000', tradingClass='SPXW')
Error 10090, reqId 74: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895590231, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7390.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07390000', tradingClass='SPXW')
Error 10090, reqId 75: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=893975744, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7400.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07400000', tradingClass='SPXW')
Error 10090, reqId 76: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=893977027, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7400.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07400000', tradingClass='SPXW')
Error 10090, reqId 83: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=899492522, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7415.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07415000', tradingClass='SPXW')
Error 10090, reqId 84: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=899493169, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7415.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07415000', tradingClass='SPXW')
Error 10090, reqId 85: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895589479, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7410.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07410000', tradingClass='SPXW')
Error 10090, reqId 86: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895590266, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7410.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07410000', tradingClass='SPXW')
Error 10090, reqId 87: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895589497, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7420.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07420000', tradingClass='SPXW')
Error 10090, reqId 88: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895590282, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7420.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07420000', tradingClass='SPXW')
Error 10090, reqId 95: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=899492539, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7435.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07435000', tradingClass='SPXW')
Error 10090, reqId 96: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=899493196, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7435.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07435000', tradingClass='SPXW')
Error 10090, reqId 97: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895589510, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7430.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07430000', tradingClass='SPXW')
Error 10090, reqId 98: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895590312, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7430.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07430000', tradingClass='SPXW')
Error 10090, reqId 99: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895589528, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7440.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728C07440000', tradingClass='SPXW')
Error 10090, reqId 100: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=895590329, symbol='SPX', lastTradeDateOrContractMonth='20260728', strike=7440.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260728P07440000', tradingClass='SPXW')
