trade_id,strategy,event,side_action,occ_root,expiry,strike,right,time_of_day_et,our_fill_price,print_status,symbol,expiration,trade_timestamp,quote_timestamp,sequence,ext_condition1,ext_condition2,ext_condition3,ext_condition4,condition,size,exchange,price,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition,is_single_leg,is_complex
auto_20260806_084246,eodic_p,entry,SELL,SPXW,20260806,7645.000,PUT,09:42:42,1.45,print,SPXW,2026-08-06,2026-08-06T09:42:43.827,2026-08-06T09:42:43.824,-1508467404,255,255,255,255,18,2,5,1.55,221,5,1.50,50,3,5,1.55,50,True,False
auto_20260806_084323,eodic_c,entry,BUY,SPXW,20260806,7825.0,C,09:43:15,0.35,no_prints_in_window,,,,,,,,,,,,,,,,,,,,,,,
auto_20260806_084246,eodic_p,entry,BUY,SPXW,20260806,7620.0,P,09:42:42,0.8,no_prints_in_window,,,,,,,,,,,,,,,,,,,,,,,
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:40.081,2026-08-06T09:43:40.079,-1487895127,255,255,255,255,18,10,5,13.50,15,5,13.50,50,45,5,13.60,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:40.311,2026-08-06T09:43:40.309,-1487826578,255,255,255,255,18,4,5,13.40,31,5,13.40,50,77,5,13.50,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:40.639,2026-08-06T09:43:40.637,-1487717200,255,255,255,255,130,1,5,13.49,101,5,13.40,50,40,5,13.60,50,False,True
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:41.597,2026-08-06T09:43:41.594,-1487509451,255,255,255,255,18,3,5,13.40,27,5,13.40,50,94,5,13.50,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:41.598,2026-08-06T09:43:41.597,-1487509410,255,255,255,255,18,7,5,13.40,24,5,13.40,50,94,5,13.50,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:41.605,2026-08-06T09:43:41.598,-1487508025,255,255,255,255,18,11,5,13.40,17,5,13.40,50,94,5,13.50,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:41.618,2026-08-06T09:43:41.617,-1487504140,255,255,255,255,18,1,5,13.40,6,5,13.40,50,79,5,13.50,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:41.717,2026-08-06T09:43:41.714,-1487472590,255,255,255,255,18,2,5,13.40,5,5,13.40,50,96,5,13.50,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:41.958,2026-08-06T09:43:41.957,-1487415003,255,255,255,255,18,1,5,13.50,31,5,13.40,50,26,5,13.50,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:43.502,2026-08-06T09:43:43.501,-1487103063,255,255,255,255,18,2,5,13.50,56,5,13.50,50,35,5,13.70,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:43.692,2026-08-06T09:43:43.691,-1487068976,255,255,255,255,18,1,5,13.70,27,5,13.60,50,19,5,13.70,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:43.693,2026-08-06T09:43:43.692,-1487066620,255,255,255,255,18,2,5,13.70,27,5,13.60,50,18,5,13.70,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:43.952,2026-08-06T09:43:43.951,-1486969424,255,255,255,255,18,1,5,13.60,1,5,13.60,50,46,5,13.70,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:44.227,2026-08-06T09:43:44.222,-1486856043,255,255,255,255,18,2,5,13.40,3,5,13.40,50,49,5,13.50,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:44.227,2026-08-06T09:43:44.222,-1486856029,255,255,255,255,18,1,5,13.40,3,5,13.40,50,49,5,13.50,50,True,False
auto_20260806_084344,eodfly_p,entry,SELL,SPXW,20260806,7725.000,PUT,09:43:43,13.6,print,SPXW,2026-08-06,2026-08-06T09:43:45.630,2026-08-06T09:43:45.626,-1486503552,255,255,255,255,18,2,5,13.40,92,5,13.30,50,72,5,13.50,50,True,False
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:43:59.347,2026-08-06T09:43:59.346,-1482686874,255,255,255,255,18,1,5,19.20,36,5,19.10,50,1,5,19.20,50,True,False
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:44:00.074,2026-08-06T09:44:00.064,-1482367916,255,255,255,255,18,6,5,19.50,9,5,19.40,50,6,5,19.50,50,True,False
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:44:00.241,2026-08-06T09:44:00.240,-1482310654,255,255,255,255,125,1,5,19.50,31,5,19.40,50,44,5,19.60,50,False,False
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:44:00.554,2026-08-06T09:44:00.552,-1482176342,255,255,255,255,131,1,5,19.25,24,5,19.20,50,9,5,19.30,50,False,True
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:44:00.916,2026-08-06T09:44:00.907,-1482092228,255,255,255,255,18,1,5,19.40,11,5,19.30,50,1,5,19.40,50,True,False
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:44:01.542,2026-08-06T09:44:01.539,-1481887841,255,255,255,255,125,1,5,19.30,34,5,19.20,50,54,5,19.40,50,False,False
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:44:02.407,2026-08-06T09:44:02.393,-1481566261,255,255,255,255,18,1,5,19.00,48,5,18.90,50,1,5,19.00,50,True,False
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:44:02.449,2026-08-06T09:44:02.441,-1481552508,255,255,255,255,18,1,5,18.90,49,5,18.90,50,45,5,19.10,50,True,False
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:44:02.449,2026-08-06T09:44:02.441,-1481552505,255,255,255,255,18,1,5,18.90,49,5,18.90,50,45,5,19.10,50,True,False
auto_20260806_084404,eodfly_c,entry,SELL,SPXW,20260806,7725.000,CALL,09:44:00,19.4,print,SPXW,2026-08-06,2026-08-06T09:44:02.970,2026-08-06T09:44:02.901,-1481443123,255,255,255,255,18,1,5,19.10,12,5,19.00,50,9,5,19.10,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:43:57.102,2026-08-06T09:43:57.097,-1483267802,255,255,255,255,18,2,5,7.30,2,5,7.30,50,134,5,7.40,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:43:57.103,2026-08-06T09:43:57.102,-1483267580,255,255,255,255,125,1,5,7.40,128,5,7.20,50,134,5,7.40,50,False,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:43:59.455,2026-08-06T09:43:59.450,-1482636898,255,255,255,255,18,1,5,7.70,81,5,7.60,50,26,5,7.70,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:44:00.338,2026-08-06T09:44:00.334,-1482265216,255,255,255,255,18,1,5,7.80,117,5,7.70,50,25,5,7.80,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:44:00.593,2026-08-06T09:44:00.579,-1482168907,255,255,255,255,18,1,5,7.70,132,5,7.60,50,3,5,7.70,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:44:00.619,2026-08-06T09:44:00.597,-1482164767,255,255,255,255,18,1,5,7.70,131,5,7.60,50,3,5,7.70,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:44:00.705,2026-08-06T09:44:00.700,-1482148536,255,255,255,255,18,1,5,7.70,133,5,7.60,50,2,5,7.70,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:44:00.705,2026-08-06T09:44:00.700,-1482148534,255,255,255,255,18,1,5,7.70,133,5,7.60,50,2,5,7.70,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:44:00.903,2026-08-06T09:44:00.901,-1482098929,255,255,255,255,18,1,5,7.70,24,5,7.70,50,93,5,7.80,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:44:02.145,2026-08-06T09:44:02.139,-1481683492,255,255,255,255,18,1,5,7.60,3,5,7.60,50,87,5,7.70,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:44:02.145,2026-08-06T09:44:02.139,-1481683490,255,255,255,255,18,2,5,7.60,3,5,7.60,50,87,5,7.70,50,True,False
auto_20260806_084404,eodfly_c,entry,BUY,SPXW,20260806,7750.000,CALL,09:44:00,7.8,print,SPXW,2026-08-06,2026-08-06T09:44:02.278,2026-08-06T09:44:02.275,-1481593067,255,255,255,255,18,2,5,7.50,2,5,7.50,50,34,5,7.60,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:40.710,2026-08-06T09:43:40.707,-1487702678,255,255,255,255,18,1,5,6.40,1,5,6.40,50,130,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:41.314,2026-08-06T09:43:41.288,-1487571306,255,255,255,255,18,1,5,6.40,1,5,6.40,50,236,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:41.468,2026-08-06T09:43:41.460,-1487532783,255,255,255,255,18,1,5,6.50,148,5,6.30,50,197,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:41.822,2026-08-06T09:43:41.821,-1487443894,255,255,255,255,18,1,5,6.50,137,5,6.30,50,186,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:42.513,2026-08-06T09:43:42.509,-1487305254,255,255,255,255,18,1,5,6.40,9,5,6.40,50,172,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:42.589,2026-08-06T09:43:42.565,-1487295755,255,255,255,255,18,1,5,6.40,5,5,6.40,50,182,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:43.377,2026-08-06T09:43:43.373,-1487152262,255,255,255,255,18,1,5,6.40,34,5,6.40,50,217,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:43.694,2026-08-06T09:43:43.690,-1487065832,255,255,255,255,18,1,5,6.50,143,5,6.40,50,6,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:43.697,2026-08-06T09:43:43.694,-1487062445,255,255,255,255,18,1,5,6.50,143,5,6.40,50,5,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:43.700,2026-08-06T09:43:43.699,-1487059894,255,255,255,255,18,1,5,6.50,143,5,6.40,50,1,5,6.50,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:44.193,2026-08-06T09:43:44.191,-1486870269,255,255,255,255,18,1,5,6.40,132,5,6.30,50,19,5,6.40,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:44.311,2026-08-06T09:43:44.307,-1486817713,255,255,255,255,18,2,5,6.40,101,5,6.30,50,22,5,6.40,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:44.345,2026-08-06T09:43:44.342,-1486795560,255,255,255,255,18,1,5,6.40,36,5,6.30,50,76,5,6.40,50,True,False
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:44.348,2026-08-06T09:43:44.345,-1486794025,255,255,255,255,131,1,5,6.37,36,5,6.30,50,75,5,6.40,50,False,True
auto_20260806_084344,eodfly_p,entry,BUY,SPXW,20260806,7700.000,PUT,09:43:43,6.5,print,SPXW,2026-08-06,2026-08-06T09:43:44.477,2026-08-06T09:43:44.473,-1486762831,255,255,255,255,18,1,5,6.40,32,5,6.30,50,90,5,6.40,50,True,False
auto_20260806_090522,openic_p,entry,BUY,SPXW,20260806,7635.0,P,10:05:16,0.6,no_prints_in_window,,,,,,,,,,,,,,,,,,,,,,,
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483348,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483339,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483335,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483333,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483331,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483326,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483320,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483316,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483314,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:08.334,2026-08-06T09:54:08.330,-1317483311,255,255,255,255,130,1,5,9.25,95,5,9.20,50,20,5,9.30,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:09.424,2026-08-06T09:54:09.421,-1317136837,255,255,255,255,18,1,5,9.10,2,5,9.10,50,97,5,9.20,50,True,False
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:09.424,2026-08-06T09:54:09.421,-1317136829,255,255,255,255,18,1,5,9.10,2,5,9.10,50,97,5,9.20,50,True,False
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:09.522,2026-08-06T09:54:09.519,-1317116261,255,255,255,255,130,1,5,9.10,72,5,9.00,50,117,5,9.20,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:09.987,2026-08-06T09:54:09.981,-1316958576,255,255,255,255,130,1,5,9.04,93,5,9.00,50,20,5,9.10,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:10.527,2026-08-06T09:54:10.521,-1316751825,255,255,255,255,18,1,5,9.30,91,5,9.20,50,1,5,9.30,50,True,False
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:10.745,2026-08-06T09:54:10.738,-1316697927,255,255,255,255,125,1,5,9.20,75,5,9.20,50,21,5,9.30,50,False,False
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:11.643,2026-08-06T09:54:11.641,-1316457390,255,255,255,255,18,1,5,9.30,114,5,9.20,50,1,5,9.30,50,True,False
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:12.164,2026-08-06T09:54:12.152,-1316312897,255,255,255,255,18,1,5,9.20,1,5,9.20,50,88,5,9.30,50,True,False
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:12.449,2026-08-06T09:54:12.444,-1316158383,255,255,255,255,18,1,5,9.10,4,5,9.10,50,104,5,9.20,50,True,False
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:12.452,2026-08-06T09:54:12.449,-1316157399,255,255,255,255,130,1,5,9.15,3,5,9.10,50,104,5,9.20,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:12.457,2026-08-06T09:54:12.449,-1316154973,255,255,255,255,18,3,5,9.10,3,5,9.10,50,104,5,9.20,50,True,False
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:13.276,2026-08-06T09:54:13.275,-1315855336,255,255,255,255,18,1,5,9.10,7,5,9.10,50,102,5,9.20,50,True,False
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:13.340,2026-08-06T09:54:13.339,-1315843181,255,255,255,255,130,5,5,9.05,79,5,9.00,50,3,5,9.10,50,False,True
auto_20260806_084404,eodfly_c,exit,SELL,SPXW,20260806,7750.000,CALL,09:54:11,9.2,print,SPXW,2026-08-06,2026-08-06T09:54:13.408,2026-08-06T09:54:13.406,-1315820298,255,255,255,255,18,1,5,9.10,91,5,9.00,50,6,5,9.10,50,True,False
auto_20260806_084404,eodfly_c,exit,BUY,SPXW,20260806,7725.000,CALL,09:54:11,22.0,print,SPXW,2026-08-06,2026-08-06T09:54:11.581,2026-08-06T09:54:11.580,-1316471216,255,255,255,255,18,1,5,22.00,7,5,22.00,50,4,5,22.10,50,True,False
auto_20260806_090522,openic_p,entry,SELL,SPXW,20260806,7660.000,PUT,10:05:16,1.15,print,SPXW,2026-08-06,2026-08-06T10:05:13.970,2026-08-06T10:05:13.945,-1117359596,255,255,255,255,18,2,5,1.15,333,5,1.10,50,2,5,1.15,50,True,False
auto_20260806_090522,openic_p,entry,SELL,SPXW,20260806,7660.000,PUT,10:05:16,1.15,print,SPXW,2026-08-06,2026-08-06T10:05:18.293,2026-08-06T10:05:18.245,-1116371816,255,255,255,255,18,1,5,1.20,277,5,1.15,50,1,5,1.20,50,True,False
auto_20260806_090543,openic_c,entry,SELL,SPXW,20260806,7815.0,C,10:05:37,0.4,no_prints_in_window,,,,,,,,,,,,,,,,,,,,,,,
auto_20260806_090543,openic_c,entry,BUY,SPXW,20260806,7840.000,CALL,10:05:37,0.25,print,SPXW,2026-08-06,2026-08-06T10:05:39.957,2026-08-06T10:05:39.884,-1111185356,255,255,255,255,18,1,5,0.20,152,5,0.20,50,623,5,0.25,50,True,False
