trade_id,strategy,event,side_action,occ_root,expiry,strike,right,time_of_day_et,time_source,our_fill_price,quote_status,quote_timestamp,quote_lag_s,quote_stale,bid_size,bid,ask_size,ask,bid_exchange,ask_exchange
auto_20260807_083159,openic_p,entry,SELL,SPXW,20260807,7655.0,P,09:31:57,flex_et_sec,1.5,ok,2026-08-07T09:31:56.978,0.022,False,152,1.50,20,1.55,5,5
auto_20260807_083236,openic_c,entry,SELL,SPXW,20260807,7805.0,C,09:32:32,flex_et_sec,1.1,ok,2026-08-07T09:32:31.976,0.024,False,17,1.10,310,1.15,5,5
auto_20260807_083117,eodfly_p,entry,SELL,SPXW,20260807,7710.0,P,09:31:10,flex_et_sec,9.7,ok,2026-08-07T09:31:09.997,0.003,False,74,9.70,58,9.90,5,5
auto_20260807_083236,openic_c,entry,BUY,SPXW,20260807,7830.0,C,09:32:32,flex_et_sec,0.5,ok,2026-08-07T09:32:31.977,0.023,False,97,0.45,471,0.50,5,5
auto_20260807_083257,openfly_p,entry,BUY,SPXW,20260807,7705.0,P,09:32:53,flex_et_sec,7.2,ok,2026-08-07T09:32:52.998,0.002,False,4,7.10,103,7.20,5,5
auto_20260807_083318,openfly_c,entry,BUY,SPXW,20260807,7755.0,C,09:33:13,flex_et_sec,10.1,ok,2026-08-07T09:33:12.983,0.017,False,80,9.90,51,10.10,5,5
auto_20260807_083318,openfly_c,entry,SELL,SPXW,20260807,7730.0,C,09:33:13,flex_et_sec,22.4,ok,2026-08-07T09:33:12.963,0.037,False,5,22.40,6,22.50,5,5
auto_20260807_083138,eodfly_c,exit,BUY,SPXW,20260807,7710.0,C,09:43:27,flex_et_sec,35.0,ok,2026-08-07T09:43:26.976,0.024,False,12,34.70,1,34.90,5,5
auto_20260807_083257,openfly_p,entry,SELL,SPXW,20260807,7730.0,P,09:32:53,flex_et_sec,15.1,ok,2026-08-07T09:32:53.000,0.0,False,9,15.10,27,15.20,5,5
auto_20260810_090109,eodic_p,entry,BUY,SPXW,20260810,7655.0,P,10:01:03,flex_et_sec,0.35,ok,2026-08-10T10:01:02.946,0.054,False,787,0.25,600,0.35,5,5
auto_20260810_090109,eodic_p,entry,SELL,SPXW,20260810,7680.0,P,10:01:03,flex_et_sec,0.45,ok,2026-08-10T10:01:02.877,0.123,False,391,0.45,479,0.55,5,5
auto_20260807_083318,openfly_c,exit,BUY,SPXW,20260807,7730.0,C,09:43:40,flex_et_sec,21.1,ok,2026-08-07T09:43:39.979,0.021,False,4,21.00,6,21.10,5,5
auto_20260807_083138,eodfly_c,exit,SELL,SPXW,20260807,7735.0,C,09:43:27,flex_et_sec,17.6,ok,2026-08-07T09:43:26.982,0.018,False,12,17.60,9,17.70,5,5
auto_20260810_090137,eodfly_p,entry,SELL,SPXW,20260810,7760.0,P,10:01:32,flex_et_sec,11.2,ok,2026-08-10T10:01:31.995,0.005,False,67,11.10,86,11.30,5,5
auto_20260810_090137,eodfly_p,entry,BUY,SPXW,20260810,7735.0,P,10:01:32,flex_et_sec,3.5,ok,2026-08-10T10:01:31.996,0.004,False,155,3.40,71,3.50,5,5
auto_20260810_090247,openfly_p,entry,BUY,SPXW,20260810,7735.0,P,10:01:32,flex_et_sec,3.5,ok,2026-08-10T10:01:31.996,0.004,False,155,3.40,71,3.50,5,5
auto_20260807_083318,openfly_c,exit,SELL,SPXW,20260807,7755.0,C,09:43:40,flex_et_sec,8.6,ok,2026-08-07T09:43:39.935,0.065,False,150,8.60,98,8.80,5,5
auto_20260810_090247,openfly_p,entry,SELL,SPXW,20260810,7760.0,P,10:01:32,flex_et_sec,11.2,ok,2026-08-10T10:01:31.995,0.005,False,67,11.10,86,11.30,5,5
auto_20260810_090158,eodfly_c,entry,BUY,SPXW,20260810,7785.0,C,10:01:52,flex_et_sec,2.1,ok,2026-08-10T10:01:51.982,0.018,False,6,2.05,179,2.10,5,5
auto_20260810_090219,openic_p,entry,BUY,SPXW,20260810,7655.0,P,10:02:12,flex_et_sec,0.3,ok,2026-08-10T10:02:11.939,0.061,False,638,0.25,500,0.30,5,5
auto_20260810_090308,openfly_c,entry,BUY,SPXW,20260810,7785.0,C,10:03:00,flex_et_sec,2.1,ok,2026-08-10T10:02:59.998,0.002,False,24,2.05,174,2.10,5,5
auto_20260810_090308,openfly_c,entry,SELL,SPXW,20260810,7760.0,C,10:03:00,flex_et_sec,10.0,ok,2026-08-10T10:02:59.901,0.099,False,112,9.90,99,10.10,5,5
auto_20260810_090219,openic_p,entry,SELL,SPXW,20260810,7680.0,P,10:02:12,flex_et_sec,0.4,ok,2026-08-10T10:02:11.898,0.102,False,598,0.40,661,0.50,5,5
auto_20260810_090329,gx_bps,entry,BUY,SPXW,20260810,7705.0,P,10:03:23,flex_et_sec,1.0,ok,2026-08-10T10:03:22.847,0.153,False,1,0.95,443,1.00,5,5
auto_20260810_090158,eodfly_c,entry,SELL,SPXW,20260810,7760.0,C,10:01:52,flex_et_sec,10.0,ok,2026-08-10T10:01:51.979,0.021,False,88,9.90,109,10.10,5,5
auto_20260810_090350,gx_bcs,entry,BUY,SPXW,20260810,7800.0,C,10:03:43,flex_et_sec,0.8,ok,2026-08-10T10:03:42.934,0.066,False,348,0.75,2,0.80,5,5
auto_20260810_090329,gx_bps,entry,SELL,SPXW,20260810,7730.0,P,10:03:23,flex_et_sec,2.5,ok,2026-08-10T10:03:22.998,0.002,False,108,2.50,45,2.55,5,5
auto_20260810_090350,gx_bcs,entry,SELL,SPXW,20260810,7775.0,C,10:03:43,flex_et_sec,3.9,ok,2026-08-10T10:03:42.934,0.066,False,13,3.90,225,4.00,5,5
auto_20260810_090158,eodfly_c,exit,SELL,SPXW,20260810,7785.0,C,10:16:57,flex_et_sec,2.9,ok,2026-08-10T10:16:56.934,0.066,False,75,2.90,100,2.95,5,5
auto_20260810_090308,openfly_c,exit,SELL,SPXW,20260810,7785.0,C,10:16:57,flex_et_sec,2.9,ok,2026-08-10T10:16:56.934,0.066,False,75,2.90,100,2.95,5,5
auto_20260810_090308,openfly_c,exit,BUY,SPXW,20260810,7760.0,C,10:16:57,flex_et_sec,12.8,ok,2026-08-10T10:16:56.997,0.003,False,2,12.70,97,12.80,5,5
auto_20260810_090137,eodfly_p,exit,SELL,SPXW,20260810,7735.0,P,11:41:45,flex_et_sec,1.8,ok,2026-08-10T11:41:44.993,0.007,False,171,1.80,42,1.85,5,5
auto_20260810_090158,eodfly_c,exit,BUY,SPXW,20260810,7760.0,C,10:16:57,flex_et_sec,12.8,ok,2026-08-10T10:16:56.997,0.003,False,2,12.70,97,12.80,5,5
auto_20260811_083044,eodic_p,entry,BUY,SPXW,20260811,7650.0,P,09:30:41,flex_et_sec,0.35,ok,2026-08-11T09:30:40.978,0.022,False,160,0.30,357,0.35,5,5
auto_20260811_083044,eodic_p,entry,SELL,SPXW,20260811,7675.0,P,09:30:41,flex_et_sec,0.5,ok,2026-08-11T09:30:40.542,0.458,False,321,0.50,276,0.60,5,5
auto_20260810_090137,eodfly_p,exit,BUY,SPXW,20260810,7760.0,P,11:41:45,flex_et_sec,8.3,ok,2026-08-10T11:41:44.974,0.026,False,75,8.10,75,8.30,5,5
auto_20260811_083105,eodic_c,entry,SELL,SPXW,20260811,7830.0,C,09:30:59,flex_et_sec,0.35,ok,2026-08-11T09:30:58.929,0.071,False,126,0.35,445,0.40,5,5
auto_20260810_090247,openfly_p,exit,SELL,SPXW,20260810,7735.0,P,11:41:59,flex_et_sec,1.75,ok,2026-08-10T11:41:59.000,0.0,False,3,1.80,130,1.85,5,5
auto_20260811_083105,eodic_c,entry,BUY,SPXW,20260811,7855.0,C,09:30:59,flex_et_sec,0.2,ok,2026-08-11T09:30:58.929,0.071,False,200,0.15,537,0.20,5,5
auto_20260810_090247,openfly_p,exit,BUY,SPXW,20260810,7760.0,P,11:41:59,flex_et_sec,8.1,ok,2026-08-10T11:41:58.999,0.001,False,1,8.10,76,8.20,5,5
auto_20260811_083203,eodfly_c,entry,SELL,SPXW,20260811,7755.0,C,09:31:58,flex_et_sec,14.9,ok,2026-08-11T09:31:57.999,0.001,False,14,14.80,8,14.90,5,5
auto_20260811_083142,eodfly_p,entry,SELL,SPXW,20260811,7755.0,P,09:31:35,flex_et_sec,10.5,ok,2026-08-11T09:31:35.000,0.0,False,23,10.30,33,10.50,5,5
auto_20260811_083142,eodfly_p,entry,BUY,SPXW,20260811,7730.0,P,09:31:35,flex_et_sec,3.9,ok,2026-08-11T09:31:34.999,0.001,False,56,3.70,68,3.80,5,5
auto_20260811_083224,openic_p,entry,BUY,SPXW,20260811,7660.0,P,09:32:19,flex_et_sec,0.45,ok,2026-08-11T09:32:18.976,0.024,False,348,0.40,75,0.45,5,5
auto_20260811_083224,openic_p,entry,SELL,SPXW,20260811,7685.0,P,09:32:19,flex_et_sec,0.8,ok,2026-08-11T09:32:18.980,0.02,False,36,0.80,87,0.85,5,5
auto_20260811_083203,eodfly_c,entry,BUY,SPXW,20260811,7780.0,C,09:31:58,flex_et_sec,4.5,ok,2026-08-11T09:31:57.999,0.001,False,18,4.40,88,4.50,5,5
auto_20260811_083327,openfly_c,entry,BUY,SPXW,20260811,7790.0,C,09:33:27,flex_et_sec,2.3,ok,2026-08-11T09:33:26.996,0.004,False,16,2.25,38,2.30,5,5
auto_20260811_083348,gx_bps,entry,BUY,SPXW,20260811,7675.0,P,09:33:44,flex_et_sec,0.6,ok,2026-08-11T09:33:43.904,0.096,False,399,0.55,17,0.60,5,5
auto_20260811_083254,openfly_p,entry,SELL,SPXW,20260811,7765.0,P,09:32:49,flex_et_sec,16.5,ok,2026-08-11T09:32:48.997,0.003,False,14,16.50,33,16.70,5,5
auto_20260811_083327,openfly_c,entry,SELL,SPXW,20260811,7765.0,C,09:33:27,flex_et_sec,9.15,ok,2026-08-11T09:33:26.999,0.001,False,70,9.10,2,9.20,5,5
auto_20260811_083254,openfly_p,entry,BUY,SPXW,20260811,7740.0,P,09:32:49,flex_et_sec,6.4,ok,2026-08-11T09:32:48.997,0.003,False,8,6.30,106,6.40,5,5
auto_20260811_083348,gx_bps,entry,SELL,SPXW,20260811,7700.0,P,09:33:44,flex_et_sec,1.25,ok,2026-08-11T09:33:43.954,0.046,False,24,1.25,260,1.30,5,5
auto_20260811_083409,gx_bcs,entry,SELL,SPXW,20260811,7775.0,C,09:34:06,flex_et_sec,5.0,ok,2026-08-11T09:34:05.960,0.04,False,99,5.00,5,5.10,5,5
auto_20260811_083409,gx_bcs,entry,BUY,SPXW,20260811,7800.0,C,09:34:06,flex_et_sec,1.15,ok,2026-08-11T09:34:05.991,0.009,False,147,1.10,109,1.15,5,5
auto_20260811_083254,openfly_p,exit,SELL,SPXW,20260811,7740.0,P,09:44:17,flex_et_sec,5.8,ok,2026-08-11T09:44:17.000,0.0,False,23,5.70,132,5.80,5,5
auto_20260811_083203,eodfly_c,exit,SELL,SPXW,20260811,7780.0,C,10:07:43,flex_et_sec,2.5,ok,2026-08-11T10:07:42.959,0.041,False,273,2.45,205,2.55,5,5
auto_20260811_083254,openfly_p,exit,BUY,SPXW,20260811,7765.0,P,09:44:17,flex_et_sec,16.3,ok,2026-08-11T09:44:17.000,0.0,False,4,16.00,10,16.10,5,5
auto_20260811_083203,eodfly_c,exit,BUY,SPXW,20260811,7755.0,C,10:07:43,flex_et_sec,12.3,ok,2026-08-11T10:07:42.992,0.008,False,42,12.10,14,12.20,5,5
auto_20260812_083031,eodic_p,entry,BUY,SPXW,20260812,7630.0,P,09:30:25,flex_et_sec,0.25,ok,2026-08-12T09:30:24.956,0.044,False,547,0.20,61,0.25,5,5
auto_20260812_083031,eodic_p,entry,SELL,SPXW,20260812,7655.0,P,09:30:25,flex_et_sec,0.4,ok,2026-08-12T09:30:24.956,0.044,False,255,0.40,124,0.45,5,5
auto_20260812_083053,eodic_c,entry,SELL,SPXW,20260812,7805.0,C,09:30:51,flex_et_sec,2.55,ok,2026-08-12T09:30:50.966,0.034,False,43,2.50,2,2.55,5,5
auto_20260811_083142,eodfly_p,exit,SELL,SPXW,20260811,7730.0,P,11:16:59,flex_et_sec,2.7,ok,2026-08-11T11:16:58.993,0.007,False,110,2.70,16,2.75,5,5
auto_20260812_083053,eodic_c,entry,BUY,SPXW,20260812,7830.0,C,09:30:51,flex_et_sec,0.75,ok,2026-08-12T09:30:50.929,0.071,False,124,0.70,115,0.75,5,5
auto_20260811_083142,eodfly_p,exit,BUY,SPXW,20260811,7755.0,P,11:16:59,flex_et_sec,11.6,ok,2026-08-11T11:16:58.989,0.011,False,7,11.50,5,11.60,5,5
auto_20260812_083130,eodfly_p,entry,BUY,SPXW,20260812,7705.0,P,09:31:16,flex_et_sec,2.75,ok,2026-08-12T09:31:15.966,0.034,False,58,2.65,117,2.75,5,5
auto_20260812_083130,eodfly_p,entry,SELL,SPXW,20260812,7730.0,P,09:31:16,flex_et_sec,6.7,ok,2026-08-12T09:31:15.977,0.023,False,1,6.70,60,6.80,5,5
auto_20260812_083151,eodfly_c,entry,SELL,SPXW,20260812,7730.0,C,09:31:44,flex_et_sec,32.0,ok,2026-08-12T09:31:43.998,0.002,False,1,32.00,1,32.10,5,5
auto_20260812_090521,openic_p,entry,BUY,SPXW,20260812,7640.0,P,10:05:16,flex_et_sec,0.3,ok,2026-08-12T10:05:15.957,0.043,False,784,0.25,34,0.30,5,5
auto_20260812_083151,eodfly_c,exit,BUY,SPXW,20260812,7730.0,C,09:41:58,flex_et_sec,29.5,ok,2026-08-12T09:41:58.000,0.0,False,7,29.20,3,29.40,5,5
auto_20260812_090521,openic_p,entry,SELL,SPXW,20260812,7665.0,P,10:05:16,flex_et_sec,0.6,ok,2026-08-12T10:05:15.980,0.02,False,220,0.60,305,0.65,5,5
auto_20260812_090542,openic_c,entry,SELL,SPXW,20260812,7815.0,C,10:05:35,flex_et_sec,0.35,ok,2026-08-12T10:05:34.992,0.008,False,661,0.35,224,0.40,5,5
auto_20260812_083151,eodfly_c,entry,BUY,SPXW,20260812,7755.0,C,09:31:44,flex_et_sec,16.2,ok,2026-08-12T09:31:43.998,0.002,False,8,16.10,45,16.20,5,5
auto_20260812_090542,openic_c,entry,BUY,SPXW,20260812,7840.0,C,10:05:35,flex_et_sec,0.2,ok,2026-08-12T10:05:34.882,0.118,False,985,0.15,421,0.20,5,5
auto_20260812_083151,eodfly_c,exit,SELL,SPXW,20260812,7755.0,C,09:41:58,flex_et_sec,13.5,ok,2026-08-12T09:41:57.990,0.01,False,18,13.40,73,13.50,5,5
auto_20260812_090603,openfly_p,entry,BUY,SPXW,20260812,7715.0,P,10:05:58,flex_et_sec,4.0,ok,2026-08-12T10:05:57.984,0.016,False,14,3.90,189,4.00,5,5
auto_20260812_090624,openfly_c,entry,BUY,SPXW,20260812,7765.0,C,10:06:19,flex_et_sec,5.6,ok,2026-08-12T10:06:18.988,0.012,False,9,5.50,192,5.60,5,5
auto_20260812_090703,gx_bcs,entry,BUY,SPXW,20260812,7825.0,C,10:06:57,flex_et_sec,0.3,ok,2026-08-12T10:06:55.477,1.523,False,622,0.25,513,0.30,5,5
auto_20260812_090603,openfly_p,entry,SELL,SPXW,20260812,7740.0,P,10:05:58,flex_et_sec,10.5,ok,2026-08-12T10:05:57.987,0.013,False,105,10.30,121,10.50,5,5
auto_20260812_090703,gx_bcs,entry,SELL,SPXW,20260812,7800.0,C,10:06:57,flex_et_sec,0.75,ok,2026-08-12T10:06:56.907,0.093,False,258,0.75,183,0.80,5,5
auto_20260812_090624,openfly_c,entry,SELL,SPXW,20260812,7740.0,C,10:06:19,flex_et_sec,16.6,ok,2026-08-12T10:06:18.873,0.127,False,48,16.60,8,16.70,5,5
auto_20260812_090603,openfly_p,exit,SELL,SPXW,20260812,7715.0,P,15:50:58,flex_et_sec,0.05,ok,2026-08-12T15:50:57.252,0.748,False,0,0.00,10,0.05,5,5
auto_20260812_090624,openfly_c,exit,BUY,SPXW,20260812,7740.0,C,10:17:12,flex_et_sec,16.6,ok,2026-08-12T10:17:11.984,0.016,False,55,16.50,16,16.70,5,5
auto_20260813_083113,eodic_p,entry,BUY,SPXW,20260813,7650.0,P,09:31:10,flex_et_sec,0.25,ok,2026-08-13T09:31:09.845,0.155,False,355,0.20,411,0.25,5,5
auto_20260812_090624,openfly_c,exit,SELL,SPXW,20260812,7765.0,C,10:17:12,flex_et_sec,5.0,ok,2026-08-12T10:17:11.994,0.006,False,202,5.00,82,5.10,5,5
auto_20260813_083113,eodic_p,entry,SELL,SPXW,20260813,7675.0,P,09:31:13,flex_et_sec,0.35,ok,2026-08-13T09:31:12.958,0.042,False,25,0.35,482,0.40,5,5
auto_20260812_090603,openfly_p,exit,BUY,SPXW,20260812,7740.0,P,15:50:30,flex_et_sec,0.25,ok,2026-08-12T15:50:29.996,0.004,False,182,0.20,76,0.25,5,5
auto_20260813_083134,eodic_c,entry,BUY,SPXW,20260813,7845.0,C,09:31:31,flex_et_sec,0.2,ok,2026-08-13T09:31:30.974,0.026,False,644,0.15,29,0.20,5,5
auto_20260813_083134,eodic_c,entry,SELL,SPXW,20260813,7820.0,C,09:31:31,flex_et_sec,0.55,ok,2026-08-13T09:31:30.984,0.016,False,179,0.55,35,0.60,5,5
auto_20260813_083155,eodfly_p,entry,BUY,SPXW,20260813,7725.0,P,09:31:48,flex_et_sec,1.85,ok,2026-08-13T09:31:47.971,0.029,False,207,1.80,135,1.90,5,5
auto_20260813_083238,openic_p,entry,BUY,SPXW,20260813,7670.0,P,09:32:32,flex_et_sec,0.35,ok,2026-08-13T09:32:31.983,0.017,False,21,0.30,467,0.35,5,5
auto_20260813_083155,eodfly_p,entry,SELL,SPXW,20260813,7750.0,P,09:31:48,flex_et_sec,5.3,ok,2026-08-13T09:31:47.998,0.002,False,102,5.30,21,5.40,5,5
auto_20260813_083216,eodfly_c,entry,SELL,SPXW,20260813,7750.0,C,09:32:12,flex_et_sec,23.0,ok,2026-08-13T09:32:11.984,0.016,False,3,23.00,3,23.20,5,5
auto_20260813_083238,openic_p,entry,SELL,SPXW,20260813,7695.0,P,09:32:32,flex_et_sec,0.55,ok,2026-08-13T09:32:31.925,0.075,False,389,0.55,40,0.60,5,5
auto_20260813_083305,openfly_p,entry,BUY,SPXW,20260813,7740.0,P,09:33:00,flex_et_sec,3.2,ok,2026-08-13T09:33:00.000,0.0,False,90,3.10,102,3.20,5,5
auto_20260813_083305,openfly_p,entry,SELL,SPXW,20260813,7765.0,P,09:33:00,flex_et_sec,9.4,ok,2026-08-13T09:33:00.000,0.0,False,2,9.40,67,9.50,5,5
auto_20260813_083347,gx_bps,entry,BUY,SPXW,20260813,7700.0,P,09:33:43,flex_et_sec,0.65,ok,2026-08-13T09:33:42.914,0.086,False,163,0.60,241,0.65,5,5
auto_20260813_083327,openfly_c,entry,SELL,SPXW,20260813,7765.0,C,09:33:20,flex_et_sec,14.3,ok,2026-08-13T09:33:19.971,0.029,False,32,14.30,6,14.40,5,5
auto_20260813_083347,gx_bps,entry,SELL,SPXW,20260813,7725.0,P,09:33:43,flex_et_sec,1.5,ok,2026-08-13T09:33:42.932,0.068,False,194,1.50,185,1.60,5,5
auto_20260813_083216,eodfly_c,entry,BUY,SPXW,20260813,7775.0,C,09:32:12,flex_et_sec,8.0,ok,2026-08-13T09:32:11.997,0.003,False,79,7.80,104,8.00,5,5
auto_20260813_083408,gx_bcs,entry,SELL,SPXW,20260813,7750.0,C,09:34:01,flex_et_sec,27.1,ok,2026-08-13T09:34:00.966,0.034,False,3,27.00,1,27.10,5,5
auto_20260813_083216,eodfly_c,exit,BUY,SPXW,20260813,7750.0,C,09:44:16,flex_et_sec,32.4,ok,2026-08-13T09:44:15.998,0.002,False,1,32.30,24,32.50,5,5
auto_20260813_083327,openfly_c,entry,BUY,SPXW,20260813,7790.0,C,09:33:20,flex_et_sec,3.8,ok,2026-08-13T09:33:19.918,0.082,False,111,3.70,84,3.80,5,5
auto_20260813_083408,gx_bcs,entry,BUY,SPXW,20260813,7775.0,C,09:34:01,flex_et_sec,10.5,ok,2026-08-13T09:34:00.997,0.003,False,50,10.20,81,10.40,5,5
auto_20260813_083408,gx_bcs,exit,BUY,SPXW,20260813,7750.0,C,09:44:16,flex_et_sec,32.4,ok,2026-08-13T09:44:15.998,0.002,False,1,32.30,24,32.50,5,5
auto_20260813_083216,eodfly_c,exit,SELL,SPXW,20260813,7775.0,C,09:44:16,flex_et_sec,13.3,ok,2026-08-13T09:44:15.998,0.002,False,19,13.40,24,13.50,5,5
