eod_date,spot_eod,hvl,ex1|cspot|W10|near,ex1|cspot|W10|maxswing,ex1|mqspot|W10|near
2022-01-12,4726.350098,4705.0,4710.0,4710.0,4710.0
2022-01-13,4659.029785,4720.0,4710.0,4710.0,4710.0
2022-01-14,4662.850098,4720.0,4710.0,4710.0,4710.0
2022-01-18,4577.109863,4650.0,4695.0,4695.0,4695.0
2022-01-19,4532.759766,4650.0,4660.0,4660.0,4660.0
2022-01-20,4482.72998,4640.0,4640.0,4640.0,4640.0
2022-01-21,4397.939941,4620.0,4635.0,4635.0,4635.0
2022-01-24,4410.129883,4590.0,4590.0,4635.0,4590.0
2022-01-25,4356.450195,4590.0,4585.0,4585.0,4585.0
2022-01-26,4349.930176,4590.0,4610.0,4610.0,4610.0
2022-01-27,4326.509766,4590.0,4485.0,4500.0,4485.0
2022-01-28,4431.850098,4590.0,4485.0,4500.0,4485.0
2022-01-31,4515.549805,4575.0,4500.0,4500.0,4530.0
2022-02-01,4546.540039,4590.0,4530.0,4485.0,4530.0
2022-02-02,4589.379883,4590.0,4530.0,4500.0,4530.0
2022-02-03,4477.439941,4590.0,4485.0,4485.0,4485.0
2022-02-04,4500.529785,4590.0,4560.0,4560.0,4560.0
2022-02-07,4483.870117,4590.0,4530.0,4530.0,4530.0
2022-02-08,4521.540039,4575.0,4530.0,4530.0,4530.0
2022-02-09,4587.180176,4590.0,4530.0,4530.0,4530.0
2022-02-10,4504.080078,4575.0,4540.0,4555.0,4540.0
2022-02-11,4418.640137,4575.0,4560.0,4560.0,4560.0
2022-02-14,4401.669922,4575.0,4530.0,300.0,4530.0
2022-02-15,4471.069824,4535.0,4530.0,4530.0,4530.0
2022-02-16,4475.009766,4470.0,4465.0,4500.0,4465.0
2022-02-17,4380.259766,4500.0,4480.0,4530.0,4480.0
2022-02-18,4348.870117,4495.0,4485.0,4500.0,4485.0
2022-02-22,4304.759766,4495.0,4460.0,4500.0,4460.0
2022-02-23,4225.5,4465.0,4460.0,4500.0,4460.0
2022-02-24,4288.700195,4500.0,4435.0,4435.0,4435.0
2022-02-25,4384.649902,4465.0,4385.0,4500.0,4385.0
2022-02-28,4373.939941,4465.0,4405.0,4500.0,4405.0
2022-03-01,4306.259766,4465.0,4405.0,4500.0,4405.0
2022-03-02,4386.540039,4395.0,4390.0,1000.0,4390.0
2022-03-03,4363.490234,4395.0,4385.0,4385.0,4385.0
2022-03-04,4328.870117,4395.0,4385.0,4500.0,4385.0
2022-03-07,4201.089844,4390.0,4385.0,4385.0,4385.0
2022-03-08,4170.700195,4390.0,4385.0,4385.0,4385.0
2022-03-09,4277.879883,4380.0,4385.0,4385.0,4385.0
2022-03-10,4259.52002,4390.0,4385.0,4385.0,4385.0
2022-03-11,4204.310059,4380.0,4385.0,4385.0,4385.0
2022-03-14,4173.109863,4380.0,4385.0,4385.0,4385.0
2022-03-15,4262.450195,4380.0,4345.0,4385.0,4345.0
2022-03-16,4357.859863,4355.0,4340.0,4385.0,4340.0
2022-03-17,4411.669922,4380.0,4385.0,4385.0,4385.0
2022-03-18,4463.120117,4390.0,4510.0,4510.0,4510.0
2022-03-21,4461.180176,4390.0,4405.0,4520.0,4510.0
2022-03-22,4511.609863,4390.0,4515.0,4520.0,4515.0
2022-03-23,4456.240234,4390.0,4510.0,4520.0,4410.0
2022-03-24,4520.160156,4390.0,4515.0,4520.0,4520.0
2022-03-25,4543.060059,4390.0,4520.0,4520.0,4520.0
2022-03-28,4575.52002,4455.0,4520.0,4520.0,4520.0
2022-03-29,4631.600098,4455.0,4520.0,4520.0,4520.0
2022-03-30,4602.450195,4455.0,4520.0,4520.0,4520.0
2022-03-31,4530.410156,4455.0,4535.0,4535.0,4535.0
2022-04-01,4545.859863,4510.0,4535.0,4535.0,4535.0
2022-04-04,4582.640137,4510.0,4535.0,4535.0,4535.0
2022-04-05,4525.120117,4510.0,4535.0,1000.0,4535.0
2022-04-06,4481.149902,4510.0,4535.0,4535.0,4535.0
2022-04-07,4500.209961,4475.0,4520.0,4520.0,4520.0
2022-04-08,4488.279785,4465.0,4515.0,4485.0,4485.0
2022-04-11,4412.529785,4465.0,4485.0,4485.0,4485.0
2022-04-12,4397.450195,4465.0,4485.0,4485.0,4485.0
2022-04-13,4446.589844,4450.0,4465.0,4465.0,4465.0
2022-04-14,4392.589844,4500.0,4485.0,4485.0,4485.0
2022-04-18,4391.689941,4500.0,4460.0,4460.0,4460.0
2022-04-19,4462.209961,4470.0,4450.0,4435.0,4450.0
2022-04-20,4459.450195,4425.0,4455.0,4455.0,4455.0
2022-04-21,4393.660156,4425.0,4460.0,4460.0,4460.0
2022-04-22,4271.779785,4500.0,4460.0,4460.0,4460.0
2022-04-25,4296.120117,4400.0,4455.0,1000.0,4455.0
2022-04-26,4175.200195,4410.0,4415.0,4415.0,4415.0
2022-04-27,4183.959961,4410.0,4410.0,4410.0,4410.0
2022-04-28,4287.5,4410.0,4360.0,4360.0,4360.0
2022-04-29,4131.930176,4410.0,4390.0,4410.0,4390.0
2022-05-02,4155.379883,4410.0,4360.0,4360.0,4360.0
2022-05-03,4175.47998,4400.0,4310.0,4310.0,4310.0
2022-05-04,4300.169922,4395.0,4310.0,4310.0,4310.0
2022-05-05,4146.870117,4395.0,4310.0,4310.0,4310.0
2022-05-06,4123.339844,4395.0,4310.0,4310.0,4310.0
2022-05-09,3991.23999,4410.0,4310.0,4310.0,4310.0
2022-05-10,4001.050049,4380.0,4310.0,4310.0,4310.0
2022-05-11,3935.179932,4380.0,4350.0,4585.0,4350.0
2022-05-12,3930.080078,4380.0,4350.0,4585.0,4350.0
2022-05-13,4023.889893,4380.0,4225.0,4310.0,4225.0
2022-05-16,4008.01001,4350.0,4350.0,4585.0,4350.0
2022-05-17,4088.850098,4350.0,4210.0,4210.0,4210.0
2022-05-18,3923.679932,4350.0,4310.0,4565.0,4310.0
2022-05-19,3900.790039,4350.0,4310.0,4565.0,4310.0
2022-05-20,3901.360107,4350.0,4310.0,4565.0,4310.0
2022-05-23,3973.75,4350.0,4060.0,4090.0,4060.0
2022-05-24,3941.47998,4300.0,4010.0,1000.0,4010.0
2022-05-25,3978.72998,4300.0,4060.0,4090.0,4060.0
2022-05-26,4057.840088,4000.0,4030.0,4010.0,4030.0
2022-05-27,4158.240234,4135.0,4135.0,4275.0,4135.0
2022-05-31,4132.149902,4100.0,4110.0,4275.0,4110.0
2022-06-01,4101.22998,4110.0,4115.0,4275.0,4115.0
2022-06-02,4176.819824,4110.0,4115.0,4275.0,4115.0
2022-06-03,4108.540039,4105.0,4110.0,4275.0,4110.0
2022-06-06,4121.430176,4115.0,4115.0,1000.0,4115.0
2022-06-07,4160.680176,4125.0,4120.0,4275.0,4120.0
2022-06-08,4115.77002,4125.0,4135.0,4275.0,4135.0
2022-06-09,4017.820068,4140.0,4135.0,4275.0,4135.0
2022-06-10,3900.860107,4150.0,4160.0,4275.0,4160.0
2022-06-13,3749.629883,4175.0,4120.0,4275.0,4120.0
2022-06-14,3735.47998,4175.0,4120.0,4215.0,4120.0
2022-06-15,3789.98999,4175.0,4110.0,4215.0,4110.0
2022-06-16,3666.77002,4175.0,4110.0,4215.0,4110.0
2022-06-17,3674.840088,4175.0,4110.0,4215.0,4110.0
2022-06-21,3764.790039,4175.0,4010.0,4010.0,4010.0
2022-06-22,3759.889893,4075.0,4010.0,4010.0,4010.0
2022-06-23,3795.72998,4075.0,3810.0,3810.0,3810.0
2022-06-24,3911.73999,3910.0,3920.0,4010.0,3920.0
2022-06-27,3900.110107,3910.0,3915.0,4010.0,3915.0
2022-06-28,3821.550049,4000.0,3925.0,4010.0,3925.0
2022-06-29,3818.830078,4000.0,3940.0,4010.0,3940.0
2022-06-30,3785.379883,4000.0,3940.0,4010.0,3940.0
2022-07-01,3825.330078,3925.0,3920.0,3990.0,3920.0
2022-07-05,3831.389893,3910.0,3860.0,3990.0,3860.0
2022-07-06,3845.080078,3910.0,3850.0,3910.0,3850.0
2022-07-07,3902.620117,3850.0,3900.0,3900.0,3900.0
2022-07-08,3899.379883,3910.0,3910.0,3910.0,3910.0
2022-07-11,3854.429932,3910.0,3920.0,3920.0,3920.0
2022-07-12,3818.800049,3910.0,3870.0,3910.0,3870.0
2022-07-13,3801.780029,3910.0,3860.0,3890.0,3860.0
2022-07-14,3790.379883,3910.0,3835.0,3990.0,3835.0
2022-07-15,3863.159912,3910.0,3850.0,3910.0,3850.0
2022-07-18,3830.850098,3910.0,3860.0,3910.0,3860.0
2022-07-19,3936.689941,3910.0,3910.0,3910.0,3910.0
2022-07-20,3959.899902,3910.0,3910.0,3910.0,3910.0
2022-07-21,3998.949951,3910.0,3915.0,3915.0,3915.0
2022-07-22,3961.629883,3920.0,3920.0,3920.0,3920.0
2022-07-25,3966.840088,3920.0,3930.0,3930.0,3930.0
2022-07-26,3921.050049,3920.0,3930.0,3930.0,3930.0
2022-07-27,4023.610107,3935.0,3940.0,3930.0,3940.0
2022-07-28,4072.429932,3960.0,3960.0,3960.0,3960.0
2022-07-29,4130.290039,3980.0,3985.0,3985.0,3985.0
2022-08-01,4118.629883,4000.0,4060.0,3990.0,4060.0
2022-08-02,4091.189941,4000.0,4065.0,3990.0,4065.0
2022-08-03,4155.169922,4000.0,4065.0,3990.0,4065.0
2022-08-04,4151.939941,4075.0,4075.0,4020.0,4075.0
2022-08-05,4145.189941,4075.0,4075.0,4010.0,4075.0
2022-08-08,4140.060059,4075.0,4080.0,4010.0,4080.0
2022-08-09,4122.470215,4095.0,4115.0,4010.0,4115.0
2022-08-10,4210.240234,4000.0,4135.0,4135.0,4135.0
2022-08-11,4207.27002,4000.0,4135.0,4135.0,4135.0
2022-08-12,4280.149902,4080.0,4135.0,4010.0,4135.0
2022-08-15,4297.140137,4145.0,4135.0,4010.0,4135.0
2022-08-16,4305.200195,4145.0,4185.0,4185.0,4185.0
2022-08-17,4274.040039,4195.0,4185.0,4010.0,4185.0
2022-08-18,4283.740234,4190.0,4235.0,4010.0,4235.0
2022-08-19,4228.47998,4255.0,4215.0,4010.0,4215.0
2022-08-22,4137.990234,4195.0,4195.0,4010.0,4195.0
2022-08-23,4128.72998,4190.0,4185.0,4010.0,4185.0
2022-08-24,4140.77002,4175.0,4185.0,4010.0,4185.0
2022-08-25,4199.120117,4175.0,4175.0,4010.0,4175.0
2022-08-26,4057.659912,4145.0,4020.0,4010.0,4020.0
2022-08-29,4030.610107,4145.0,4110.0,4165.0,4110.0
2022-08-30,3986.159912,4100.0,4110.0,4110.0,4110.0
2022-08-31,3955.0,4100.0,4010.0,4010.0,4010.0
2022-09-01,3966.850098,4100.0,4010.0,4010.0,4010.0
2022-09-02,3924.26001,4000.0,4010.0,4010.0,4010.0
2022-09-06,3908.189941,4000.0,4010.0,4010.0,4010.0
2022-09-07,3979.870117,4000.0,4010.0,4010.0,4010.0
2022-09-08,4006.179932,4000.0,3990.0,3990.0,3990.0
2022-09-09,4067.360107,4000.0,4005.0,4005.0,4005.0
2022-09-12,4110.410156,4000.0,4050.0,4010.0,4050.0
2022-09-13,3932.689941,4000.0,4010.0,4010.0,4010.0
2022-09-14,3946.01001,4000.0,4010.0,4010.0,4010.0
2022-09-15,3901.350098,4000.0,4005.0,4060.0,4005.0
2022-09-16,3873.330078,4000.0,4000.0,4040.0,4000.0
2022-09-19,3899.889893,4000.0,3990.0,3990.0,3990.0
2022-09-20,3855.929932,4000.0,3960.0,3990.0,3960.0
2022-09-21,3789.929932,4000.0,3960.0,3990.0,3960.0
2022-09-22,3757.98999,4000.0,4010.0,4010.0,4010.0
2022-09-23,3693.22998,4000.0,3960.0,4010.0,3960.0
2022-09-26,3655.040039,4000.0,4010.0,4010.0,4010.0
2022-09-27,3647.290039,4000.0,3960.0,4010.0,3960.0
2022-09-28,3719.040039,4000.0,3810.0,3810.0,3810.0
2022-09-29,3640.469971,4000.0,3820.0,4010.0,3820.0
2022-09-30,3585.620117,4000.0,3810.0,3810.0,3810.0
2022-10-03,3678.429932,4000.0,3810.0,3810.0,3810.0
2022-10-04,3790.929932,3750.0,3790.0,3760.0,3790.0
2022-10-05,3783.280029,3800.0,3795.0,3915.0,3780.0
2022-10-06,3744.52002,3800.0,3810.0,3810.0,3810.0
2022-10-07,3639.659912,3800.0,3810.0,3810.0,3810.0
2022-10-10,3612.389893,3800.0,3810.0,3810.0,3810.0
2022-10-11,3588.840088,3800.0,3810.0,3810.0,3810.0
2022-10-12,3577.030029,3800.0,3810.0,3810.0,3810.0
2022-10-13,3669.909912,3800.0,3680.0,3810.0,3680.0
2022-10-14,3583.070068,3800.0,3810.0,3810.0,3810.0
2022-10-17,3677.949951,3800.0,3780.0,3915.0,3780.0
2022-10-18,3719.97998,3750.0,3730.0,3915.0,3730.0
2022-10-19,3695.159912,3750.0,3760.0,3915.0,3760.0
2022-10-20,3665.780029,3750.0,3760.0,3915.0,3760.0
2022-10-21,3752.75,3750.0,3750.0,3915.0,3750.0
2022-10-24,3797.340088,3750.0,3750.0,3915.0,3750.0
2022-10-25,3859.110107,3750.0,3760.0,3760.0,3760.0
2022-10-26,3830.600098,3770.0,3765.0,3765.0,3765.0
2022-10-27,3807.300049,3785.0,3790.0,3790.0,3790.0
2022-10-28,3901.060059,3905.0,3915.0,3915.0,3915.0
2022-10-31,3871.97998,3810.0,3855.0,3810.0,3855.0
2022-11-01,3856.100098,3830.0,3860.0,3850.0,3860.0
2022-11-02,3759.689941,3825.0,3820.0,3850.0,3820.0
2022-11-03,3719.889893,3825.0,3820.0,3850.0,3820.0
2022-11-04,3770.550049,3800.0,3810.0,3810.0,3810.0
2022-11-07,3806.800049,3780.0,3775.0,3775.0,3775.0
2022-11-08,3828.110107,3800.0,3810.0,3810.0,3810.0
2022-11-09,3748.570068,3820.0,3810.0,3810.0,3810.0
2022-11-10,3956.370117,3820.0,3810.0,3810.0,3810.0
2022-11-11,3992.929932,3825.0,3855.0,3820.0,3855.0
2022-11-14,3957.25,3825.0,3865.0,3820.0,3865.0
2022-11-15,3991.72998,3825.0,3910.0,3820.0,3910.0
2022-11-16,3958.790039,3920.0,3910.0,3850.0,3910.0
2022-11-17,3946.560059,3920.0,3920.0,3850.0,3920.0
2022-11-18,3965.340088,3920.0,3915.0,3850.0,3915.0
2022-11-21,3949.939941,3920.0,3930.0,3850.0,3930.0
2022-11-22,4003.580078,3945.0,3935.0,3820.0,3935.0
2022-11-23,4027.26001,3945.0,3935.0,3820.0,3935.0
2022-11-25,4026.120117,3995.0,3985.0,3985.0,3985.0
2022-11-28,3963.939941,3995.0,3985.0,3820.0,3985.0
2022-11-29,3957.629883,3990.0,3985.0,3840.0,3985.0
2022-11-30,4080.110107,3965.0,3995.0,3820.0,3995.0
2022-12-01,4076.570068,3995.0,3995.0,3820.0,3995.0
2022-12-02,4071.699951,4005.0,4010.0,3820.0,4010.0
2022-12-05,3998.840088,4005.0,4010.0,3820.0,4010.0
2022-12-06,3941.26001,4015.0,4010.0,4010.0,4010.0
2022-12-07,3933.919922,4000.0,4010.0,4010.0,4010.0
2022-12-08,3963.51001,4000.0,3995.0,3840.0,3995.0
2022-12-09,3934.379883,4000.0,3975.0,4010.0,3975.0
2022-12-12,3990.560059,3975.0,3985.0,3985.0,3985.0
2022-12-13,4019.649902,3975.0,3995.0,3820.0,3995.0
2022-12-14,3995.320068,4005.0,4010.0,4010.0,4010.0
2022-12-15,3895.75,4005.0,3835.0,3820.0,3835.0
2022-12-16,3852.360107,4000.0,3995.0,3995.0,3995.0
2022-12-19,3817.659912,3960.0,3970.0,3970.0,3970.0
2022-12-20,3821.620117,4000.0,3820.0,3820.0,3820.0
2022-12-21,3878.439941,3830.0,3870.0,3820.0,3885.0
2022-12-22,3822.389893,3900.0,3830.0,3850.0,3830.0
2022-12-23,3844.820068,3825.0,3850.0,3820.0,3850.0
2022-12-27,3829.25,3830.0,3850.0,3820.0,3820.0
2022-12-28,3783.219971,3960.0,3820.0,3820.0,3820.0
2022-12-29,3849.280029,3825.0,3855.0,3820.0,3855.0
2022-12-30,3839.5,3900.0,3865.0,3910.0,3865.0
2023-01-03,3824.139893,3860.0,3860.0,3910.0,3860.0
2023-01-04,3852.969971,3855.0,3860.0,3860.0,3860.0
2023-01-05,3808.100098,3860.0,3860.0,3860.0,3860.0
2023-01-06,3895.080078,3855.0,3860.0,3860.0,3860.0
2023-01-09,3892.090088,3860.0,3865.0,3865.0,3865.0
2023-01-10,3919.25,3900.0,3905.0,3905.0,3905.0
2023-01-11,3969.610107,3915.0,3910.0,3910.0,3910.0
2023-01-12,3983.169922,3915.0,3910.0,3910.0,3910.0
2023-01-13,3999.090088,3915.0,3955.0,3910.0,3955.0
2023-01-17,3990.969971,3965.0,3960.0,3960.0,3960.0
2023-01-23,4019.810059,4005.0,3955.0,3920.0,3955.0
2023-01-24,4016.949951,4005.0,3960.0,3960.0,3960.0
2023-01-25,4016.219971,4005.0,3970.0,3970.0,3970.0
2023-01-26,4060.429932,4005.0,3970.0,3970.0,3970.0
2023-01-27,4070.560059,4005.0,4010.0,4010.0,4010.0
2023-01-30,4017.77002,4005.0,4010.0,4010.0,4010.0
2023-01-31,4076.600098,4005.0,4015.0,4015.0,4015.0
2023-02-01,4119.209961,4005.0,4010.0,4010.0,4010.0
2023-02-03,4136.47998,4020.0,4010.0,4010.0,4010.0
2023-02-06,4111.080078,4020.0,4085.0,4085.0,4085.0
2023-02-07,4164.0,4020.0,4085.0,4085.0,4085.0
2023-02-08,4117.859863,4020.0,4085.0,4085.0,4085.0
2023-02-09,4081.5,4095.0,4080.0,4085.0,4080.0
2023-02-10,4090.459961,4060.0,4085.0,4050.0,4085.0
2023-02-13,4137.290039,4060.0,4050.0,4050.0,4050.0
2023-02-14,4136.129883,4060.0,4085.0,4085.0,4085.0
2023-02-15,4147.600098,4060.0,4085.0,4085.0,4085.0
2023-02-16,4090.409912,4095.0,4085.0,4085.0,4085.0
2023-02-17,4079.090088,4115.0,4120.0,4120.0,4120.0
2023-02-21,3997.340088,4055.0,4060.0,4060.0,4060.0
2023-02-22,3991.050049,4055.0,4050.0,4050.0,4050.0
2023-02-23,4012.320068,4025.0,4025.0,4050.0,4025.0
2023-02-24,3970.040039,4025.0,4015.0,4050.0,4015.0
2023-02-27,3982.23999,4000.0,4010.0,4010.0,4010.0
2023-02-28,3970.149902,4000.0,4010.0,4010.0,4010.0
2023-03-01,3951.389893,4000.0,4010.0,4010.0,4010.0
2023-03-02,3981.350098,4000.0,4010.0,4010.0,4010.0
2023-03-03,4045.639893,4000.0,4010.0,4010.0,4010.0
2023-03-06,4048.419922,4000.0,4010.0,4010.0,4010.0
2023-03-07,3986.370117,4025.0,4015.0,4015.0,4015.0
2023-03-08,3992.01001,4000.0,4010.0,4010.0,4010.0
2023-03-09,3918.320068,4010.0,4010.0,4010.0,4010.0
2023-03-10,3861.590088,4010.0,4010.0,4010.0,4010.0
2023-03-13,3855.76001,4010.0,4010.0,4010.0,4010.0
2023-03-14,3919.290039,4000.0,4010.0,4010.0,4010.0
2023-03-15,3891.929932,4000.0,3960.0,3960.0,3960.0
2023-03-16,3960.280029,3950.0,3960.0,3960.0,3960.0
2023-03-17,3916.639893,3950.0,3960.0,3960.0,3960.0
2023-03-20,3951.570068,3955.0,3960.0,3960.0,3960.0
2023-03-21,4002.870117,3955.0,3960.0,3960.0,3960.0
2023-03-22,3936.969971,3975.0,3970.0,3970.0,3970.0
2023-03-23,3948.719971,4000.0,3990.0,3990.0,3990.0
2023-03-24,3970.98999,4000.0,3980.0,3980.0,3980.0
2023-03-27,3977.530029,4000.0,3980.0,3980.0,3980.0
2023-03-28,3971.27002,3980.0,3980.0,3980.0,3980.0
2023-03-29,4027.810059,3965.0,3990.0,3990.0,3990.0
2023-03-30,4050.830078,4010.0,4000.0,4000.0,4000.0
2023-03-31,4109.310059,4000.0,4010.0,4010.0,4010.0
2023-04-03,4124.509766,4015.0,4010.0,4010.0,4010.0
2023-04-04,4100.600098,4000.0,4045.0,4045.0,4045.0
2023-04-05,4090.379883,4010.0,4045.0,4045.0,4045.0
2023-04-06,4105.02002,4000.0,4060.0,4060.0,4060.0
2023-04-10,4109.109863,4015.0,4060.0,4060.0,4060.0
2023-04-11,4108.939941,4055.0,4060.0,4060.0,4060.0
2023-04-12,4091.949951,4070.0,4060.0,4060.0,4060.0
2023-04-13,4146.220215,4060.0,4060.0,4060.0,4060.0
2023-04-14,4137.640137,4095.0,4085.0,4060.0,4085.0
2023-04-17,4151.319824,4110.0,4105.0,4105.0,4105.0
2023-04-18,4154.870117,4110.0,4105.0,4105.0,4105.0
2023-04-19,4154.52002,4110.0,4110.0,4110.0,4110.0
2023-04-20,4129.790039,4130.0,4120.0,4120.0,4120.0
2023-04-21,4133.52002,4115.0,4115.0,4115.0,4115.0
2023-04-24,4137.040039,4110.0,4110.0,4110.0,4110.0
2023-04-25,4071.629883,4115.0,4115.0,4115.0,4115.0
2023-04-26,4055.98999,4110.0,4105.0,4105.0,4105.0
2023-04-27,4135.350098,4090.0,4100.0,4100.0,4100.0
2023-04-28,4169.47998,4110.0,4100.0,4100.0,4100.0
2023-05-01,4167.870117,4110.0,4105.0,4105.0,4105.0
2023-05-02,4119.580078,4110.0,4115.0,4115.0,4115.0
2023-05-03,4090.75,4110.0,4115.0,4115.0,4115.0
2023-05-04,4061.219971,4110.0,4110.0,4110.0,4110.0
2023-05-05,4136.25,4105.0,4105.0,4105.0,4105.0
2023-05-08,4138.120117,4115.0,4105.0,4105.0,4105.0
2023-05-09,4119.169922,4115.0,4110.0,4110.0,4110.0
2023-05-10,4137.640137,4115.0,4110.0,4110.0,4110.0
2023-05-11,4130.620117,4115.0,4115.0,4115.0,4115.0
2023-05-12,4124.080078,4110.0,4115.0,4115.0,4115.0
2023-05-15,4136.279785,4110.0,4110.0,4110.0,4110.0
2023-05-16,4109.899902,4125.0,4115.0,4115.0,4115.0
2023-05-17,4158.77002,4110.0,4115.0,4115.0,4115.0
2023-05-18,4198.049805,4125.0,4135.0,4135.0,4135.0
2023-05-19,4191.97998,4140.0,4135.0,4135.0,4135.0
2023-05-22,4192.629883,4150.0,4160.0,4160.0,4160.0
2023-05-23,4145.580078,4170.0,4165.0,4165.0,4165.0
2023-05-24,4115.240234,4170.0,4160.0,4160.0,4160.0
2023-05-25,4151.279785,4140.0,4140.0,4140.0,4140.0
2023-05-26,4205.450195,4140.0,4150.0,4150.0,4150.0
2023-05-30,4205.52002,4155.0,4160.0,4160.0,4160.0
2023-05-31,4179.830078,4170.0,4175.0,4175.0,4175.0
2023-06-01,4221.02002,4170.0,4165.0,4165.0,4165.0
2023-06-02,4282.370117,4170.0,4160.0,4160.0,4160.0
2023-06-05,4273.790039,4195.0,4185.0,4185.0,4185.0
2023-06-06,4283.850098,4195.0,4185.0,4185.0,4185.0
2023-06-07,4267.52002,4195.0,4195.0,4195.0,4195.0
2023-06-08,4293.930176,4205.0,4200.0,4200.0,4200.0
