date,short,en,st,rk,tg,sig_j,slip,res,pnl,year
2021-10-04,False,5090.25,5083.75,6.5,5103.25,67,0.0,rev,-1.5,2021
2021-10-04,True,5088.5,5094.5,6.0,5076.5,70,0.0,stop,-6.0,2021
2021-10-04,True,5094.0,5100.5,6.5,5081.0,102,0.0,target,13.0,2021
2021-10-05,False,5119.25,5113.0,6.25,5131.75,1,0.0,stop,-6.5,2021
2021-10-06,True,5120.0,5125.0,5.0,5110.0,52,0.0,stop,-5.0,2021
2021-10-06,False,5139.75,5133.25,6.5,5152.75,141,0.0,target,13.0,2021
2021-10-22,False,5338.25,5333.0,5.25,5348.75,40,0.0,stop,-5.25,2021
2021-11-03,True,5431.25,5439.75,8.5,5414.25,45,0.0,stop,-9.75,2021
2021-11-05,False,5487.25,5483.0,4.25,5495.75,66,0.0,target,8.5,2021
2021-11-09,False,5482.75,5478.0,4.75,5492.25,18,0.0,rev,1.0,2021
2021-11-09,True,5483.25,5488.5,5.25,5472.75,21,0.0,rev,3.75,2021
2021-11-09,False,5480.25,5475.0,5.25,5490.75,26,0.0,target,10.5,2021
2021-11-10,False,5461.5,5458.75,2.75,5467.0,68,0.0,target,5.5,2021
2021-11-19,False,,,,,1,,canc,0.0,2021
2021-11-22,False,5514.0,5506.25,7.75,5529.5,58,0.0,rev,-0.5,2021
2021-11-22,True,5512.5,5520.75,8.25,5496.0,61,0.0,rev,-3.5,2021
2021-11-22,False,5516.5,5510.25,6.25,5529.0,62,0.0,stop,-6.25,2021
2021-11-26,True,5417.5,5422.75,5.25,5407.0,117,0.0,stop,-5.25,2021
2021-11-26,False,5398.25,5390.0,8.25,5414.75,133,0.0,target,16.5,2021
2021-11-26,True,5406.5,5415.5,9.0,5388.5,139,0.0,rev,1.5,2021
2021-11-26,False,5407.25,5396.0,11.25,5429.75,145,0.0,rev,-3.5,2021
2021-11-26,True,5402.25,5408.5,6.25,5389.75,146,0.0,rev,-0.25,2021
2021-11-26,False,,,,,147,,eb_canc,0.0,2021
2021-11-30,False,5433.0,5426.75,6.25,5445.5,1,0.0,rev,6.0,2021
2021-11-30,True,5437.0,5441.5,4.5,5428.0,4,0.0,eb_scr,-1.0,2021
2021-11-30,True,5445.5,5449.75,4.25,5437.0,53,0.0,eb_scr,-2.25,2021
2021-11-30,False,5442.25,5436.5,5.75,5453.75,58,0.0,stop,-5.75,2021
2021-11-30,False,5438.25,5431.75,6.5,5451.25,61,0.0,rev,0.0,2021
2021-11-30,True,5436.75,5442.75,6.0,5424.75,63,0.0,rev,-4.25,2021
2021-11-30,False,5442.25,5435.5,6.75,5455.75,64,0.0,stop,-6.75,2021
2021-11-30,False,5420.25,5415.25,5.0,5430.25,73,0.0,rev,-2.25,2021
2021-11-30,True,5417.0,5423.5,6.5,5404.0,75,0.0,target,13.0,2021
2021-11-30,False,5404.0,5396.5,7.5,5419.0,83,0.0,rev,-2.75,2021
2021-11-30,True,5400.5,5406.0,5.5,5389.5,85,0.0,target,11.0,2021
2021-11-30,False,5394.25,5388.25,6.0,5406.25,90,0.0,rev,-4.0,2021
2021-11-30,True,5389.75,5396.75,7.0,5375.75,91,0.0,rev,-0.25,2021
2021-11-30,False,5391.5,5383.75,7.75,5407.0,95,0.0,rev,2.75,2021
2021-11-30,True,,,,,98,,nofill,0.0,2021
2021-11-30,False,,,,,99,,canc,0.0,2021
2021-11-30,True,,,,,100,,nofill,0.0,2021
2021-11-30,True,5402.5,5411.75,9.25,5384.0,111,0.0,rev,-4.0,2021
2021-11-30,False,,,,,112,,canc,0.0,2021
2021-11-30,True,5399.75,5408.0,8.25,5383.25,113,0.0,rev,-2.25,2021
2021-11-30,False,,,,,114,,canc,0.0,2021
2021-11-30,True,5398.0,5403.0,5.0,5388.0,118,0.0,stop,-5.0,2021
2021-11-30,True,5398.0,5404.5,6.5,5385.0,121,0.0,rev,2.0,2021
2021-11-30,False,,,,,124,,nofill,0.0,2021
2021-11-30,False,5382.75,5376.75,6.0,5394.75,135,0.0,stop,-6.5,2021
2021-11-30,False,5379.0,5373.0,6.0,5391.0,147,0.0,eb_scr,-4.25,2021
2021-11-30,False,5381.75,5370.75,11.0,5403.75,152,0.0,target,22.0,2021
2021-11-30,False,,,,,229,,eb_canc,0.0,2021
2021-11-30,True,5372.25,5378.25,6.0,5360.25,262,0.0,rev,-4.5,2021
2021-11-30,False,5377.0,5370.0,7.0,5391.0,263,0.0,target,14.0,2021
2021-12-01,False,5410.75,5406.0,4.75,5420.25,113,0.0,rev,-3.5,2021
2021-12-01,True,5406.75,5412.5,5.75,5395.25,114,0.0,rev,-3.0,2021
2021-12-01,False,5410.0,5402.5,7.5,5425.0,118,0.0,stop,-7.5,2021
2021-12-01,True,5394.0,5405.25,11.25,5371.5,136,0.0,rev,0.5,2021
2021-12-01,False,5394.25,5386.25,8.0,5410.25,140,0.0,rev,4.75,2021
2021-12-01,True,5398.0,5401.75,3.75,5390.5,143,0.0,stop,-3.75,2021
2021-12-01,False,5402.5,5396.25,6.25,5415.0,144,0.0,stop,-6.25,2021
2021-12-01,True,5372.25,5381.5,9.25,5353.75,190,0.0,rev,0.25,2021
2021-12-01,False,5373.5,5368.75,4.75,5383.0,193,0.0,stop,-5.0,2021
2021-12-01,False,5352.5,5343.75,8.75,5370.0,207,0.0,rev,-2.5,2021
2021-12-01,True,5348.75,5359.0,10.25,5328.25,211,0.0,rev,-3.75,2021
2021-12-01,False,5353.5,5345.0,8.5,5370.5,213,0.0,rev,-4.5,2021
2021-12-01,True,5347.0,5354.75,7.75,5331.5,214,0.0,rev,-3.75,2021
2021-12-01,False,5352.25,5344.0,8.25,5368.75,216,0.0,rev,2.5,2021
2021-12-01,True,5352.5,5358.25,5.75,5341.0,219,0.0,rev,-3.25,2021
2021-12-01,False,5356.5,5347.25,9.25,5375.0,221,0.0,rev,1.25,2021
2021-12-01,True,5357.5,5363.25,5.75,5346.0,224,0.0,rev,-3.5,2021
2021-12-01,False,5362.0,5356.25,5.75,5373.5,225,0.0,rev,1.0,2021
2021-12-01,True,,,,,226,,nofill,0.0,2021
2021-12-02,True,5322.5,5328.5,6.0,5310.5,2,0.0,stop,-6.25,2021
2021-12-02,False,5329.75,5315.0,14.75,5359.25,9,0.0,target,29.5,2021
2021-12-02,True,5355.75,5362.5,6.75,5342.25,28,0.0,stop,-6.75,2021
2021-12-02,False,5365.0,5360.0,5.0,5375.0,43,0.0,target,10.0,2021
2021-12-02,False,5358.75,5352.5,6.25,5371.25,57,0.0,eb_scr,-0.75,2021
2021-12-02,False,5345.25,5337.0,8.25,5361.75,86,0.0,stop,-8.25,2021
2021-12-02,True,5366.75,5378.75,12.0,5342.75,127,0.0,rev,6.5,2021
2021-12-02,False,5360.5,5355.5,5.0,5370.5,130,0.0,target,10.0,2021
2021-12-02,False,5391.5,5383.0,8.5,5408.5,168,0.0,stop,-8.5,2021
2021-12-02,False,5383.75,5373.5,10.25,5404.25,195,0.0,open,1.25,2021
2021-12-03,False,5372.0,5363.25,8.75,5389.5,29,0.0,stop,-9.0,2021
2021-12-03,False,5354.0,5346.0,8.0,5370.0,74,0.0,stop,-8.25,2021
2021-12-03,False,,,,,102,,nofill,0.0,2021
2021-12-03,True,,,,,103,,nofill,0.0,2021
2021-12-03,False,,,,,116,,canc,0.0,2021
2021-12-03,False,5334.5,5323.0,11.5,5357.5,119,0.0,stop,-11.75,2021
2021-12-03,True,,,,,160,,canc,0.0,2021
2021-12-03,False,5335.25,5326.5,8.75,5352.75,161,0.0,stop,-8.75,2021
2021-12-03,False,5312.75,5306.0,6.75,5326.25,225,0.0,target,13.5,2021
2021-12-03,False,,,,,237,,nofill,0.0,2021
2021-12-03,False,5305.0,5300.75,4.25,5313.5,251,0.0,target,8.5,2021
2021-12-03,False,5315.75,5305.75,10.0,5335.75,255,0.0,rev,-2.75,2021
2021-12-03,True,5312.5,5318.75,6.25,5300.0,256,0.0,rev,5.5,2021
2021-12-03,False,5307.25,5302.0,5.25,5317.75,258,0.0,target,10.5,2021
2021-12-06,True,,,,,52,,canc,0.0,2021
2021-12-14,False,5445.25,5439.25,6.0,5457.25,1,0.0,target,12.0,2021
2021-12-15,False,5431.25,5418.75,12.5,5456.25,92,0.0,rev,-5.25,2021
2021-12-15,True,5425.0,5434.0,9.0,5407.0,93,0.0,rev,0.25,2021
2021-12-15,False,,,,,94,,canc,0.0,2021
2021-12-15,False,5428.0,5420.25,7.75,5443.5,95,0.0,target,15.5,2021
2021-12-15,False,5452.75,5442.25,10.5,5473.75,103,0.0,stop,-10.5,2021
2021-12-15,False,,,,,132,,nofill,0.0,2021
2021-12-15,True,,,,,133,,canc,0.0,2021
2021-12-15,False,5453.0,5445.5,7.5,5468.0,134,0.0,rev,-6.25,2021
2021-12-15,True,5446.5,5453.5,7.0,5432.5,135,0.0,stop,-7.0,2021
2021-12-15,False,5457.5,5444.75,12.75,5483.0,140,0.0,rev,-2.25,2021
2021-12-15,True,,,,,141,,canc,0.0,2021
2021-12-15,False,5460.0,5453.0,7.0,5474.0,142,0.0,rev,-1.0,2021
2021-12-15,True,5457.0,5462.0,5.0,5447.0,144,0.0,stop,-5.0,2021
2021-12-15,False,5463.0,5456.0,7.0,5477.0,145,0.0,rev,-4.0,2021
2021-12-15,True,5458.75,5466.5,7.75,5443.25,149,0.0,rev,1.75,2021
2021-12-15,False,5457.5,5452.5,5.0,5467.5,158,0.0,rev,6.0,2021
2021-12-15,True,5462.5,5466.5,4.0,5454.5,162,0.0,stop,-5.0,2021
2021-12-15,True,5457.25,5469.75,12.5,5432.25,165,0.0,stop,-13.0,2021
2021-12-15,True,,,,,187,,canc,0.0,2021
2021-12-15,True,5501.75,5508.25,6.5,5488.75,194,0.0,stop,-6.5,2021
2021-12-15,False,,,,,215,,canc,0.0,2021
2021-12-15,False,,,,,235,,nofill,0.0,2021
2021-12-17,True,,,,,30,,nofill,0.0,2021
2021-12-17,False,,,,,132,,canc,0.0,2021
2021-12-17,True,5438.75,5445.5,6.75,5425.25,151,0.0,stop,-7.5,2021
2021-12-20,True,5363.75,5372.0,8.25,5347.25,2,0.0,rev,-2.25,2021
2021-12-20,False,5366.75,5363.0,3.75,5374.25,3,0.0,stop,-3.75,2021
2021-12-31,False,5578.5,5573.25,5.25,5589.0,88,0.0,open,0.25,2021
2022-01-03,True,5570.75,5578.5,7.75,5555.25,17,0.0,rev,2.75,2022
2022-01-03,False,5569.75,5563.5,6.25,5582.25,20,0.0,rev,7.25,2022
2022-01-03,True,5575.25,5580.75,5.5,5564.25,23,0.0,stop,-5.5,2022
2022-01-05,True,5561.25,5568.25,7.0,5547.25,112,0.0,rev,2.0,2022
2022-01-05,False,5561.75,5556.25,5.5,5572.75,122,0.0,stop,-5.5,2022
2022-01-05,True,5508.25,5511.75,3.5,5501.25,199,0.0,stop,-3.5,2022
2022-01-06,False,5493.5,5488.5,5.0,5503.5,38,0.0,stop,-5.0,2022
2022-01-06,True,5506.75,5511.25,4.5,5497.75,68,0.0,stop,-4.5,2022
2022-01-10,True,5449.0,5453.25,4.25,5440.5,1,0.0,target,8.5,2022
2022-01-10,False,5431.25,5421.0,10.25,5451.75,159,0.0,target,20.5,2022
2022-01-13,True,5499.0,5502.0,3.0,5493.0,98,0.0,stop,-3.0,2022
2022-01-13,False,5503.0,5498.25,4.75,5512.5,99,0.0,stop,-4.75,2022
2022-01-13,False,,,,,121,,nofill,0.0,2022
2022-01-18,True,5400.25,5406.0,5.75,5388.75,46,0.0,stop,-5.75,2022
2022-01-20,False,5379.75,5374.5,5.25,5390.25,121,0.0,stop,-5.5,2022
2022-01-21,True,5255.75,5266.25,10.5,5234.75,43,0.0,target,21.0,2022
2022-01-21,False,5232.75,5228.5,4.25,5241.25,73,0.0,target,8.5,2022
2022-01-21,True,5261.5,5267.0,5.5,5250.5,87,0.0,stop,-5.5,2022
2022-01-21,False,5280.5,5272.75,7.75,5296.0,93,0.0,rev,-2.75,2022
2022-01-21,True,5277.5,5282.5,5.0,5267.5,94,0.0,target,10.0,2022
2022-01-21,True,5265.5,5276.5,11.0,5243.5,97,0.0,stop,-11.0,2022
2022-01-21,True,5287.0,5294.25,7.25,5272.5,117,0.0,eb_scr,0.5,2022
2022-01-21,True,,,,,134,,nofill,0.0,2022
2022-01-21,False,5286.5,5281.0,5.5,5297.5,143,0.0,target,11.0,2022
2022-01-21,False,5292.75,5283.0,9.75,5312.25,155,0.0,eb_scr,-1.75,2022
2022-01-21,True,5262.5,5272.25,9.75,5243.0,178,0.0,rev,-2.75,2022
2022-01-21,False,5268.75,5259.75,9.0,5286.75,179,0.0,stop,-9.0,2022
2022-01-21,True,5259.25,5266.5,7.25,5244.75,185,0.0,rev,1.25,2022
2022-01-21,False,5260.75,5254.0,6.75,5274.25,186,0.0,stop,-6.75,2022
2022-01-21,False,5251.0,5242.25,8.75,5268.5,234,0.0,rev,-6.0,2022
2022-01-21,True,,,,,235,,eb_canc,0.0,2022
2022-01-21,True,5251.25,5261.25,10.0,5231.25,244,0.0,target,20.0,2022
2022-01-21,False,,,,,313,,canc,0.0,2022
2022-01-21,True,5209.0,5219.5,10.5,5188.0,314,0.0,rev,-5.25,2022
2022-01-21,False,5216.5,5208.5,8.0,5232.5,315,0.0,rev,-3.5,2022
2022-01-21,True,,,,,316,,canc,0.0,2022
2022-01-21,False,5206.75,5201.0,5.75,5218.25,354,0.0,rev,-1.0,2022
2022-01-21,True,5204.5,5209.5,5.0,5194.5,356,0.0,open,2.25,2022
2022-01-24,False,5132.0,5128.75,3.25,5138.5,1,0.0,target,6.5,2022
2022-01-24,False,5140.5,5130.25,10.25,5161.0,4,0.0,rev,7.75,2022
2022-01-24,True,5147.5,5153.5,6.0,5135.5,22,0.0,rev,-4.0,2022
2022-01-24,False,5152.5,5145.5,7.0,5166.5,23,0.0,stop,-7.0,2022
2022-01-24,False,5133.25,5120.75,12.5,5158.25,35,0.0,rev,-3.5,2022
2022-01-24,True,5128.25,5134.5,6.25,5115.75,36,0.0,target,12.5,2022
2022-01-24,True,,,,,61,,nofill,0.0,2022
2022-01-24,False,,,,,62,,canc,0.0,2022
2022-01-24,True,5113.5,5121.0,7.5,5098.5,63,0.0,rev,-2.0,2022
2022-01-24,False,,,,,64,,canc,0.0,2022
2022-01-24,True,5109.0,5117.5,8.5,5092.0,65,0.0,target,17.0,2022
2022-01-24,False,5087.0,5079.0,8.0,5103.0,81,0.0,target,16.0,2022
2022-01-24,True,5105.75,5114.0,8.25,5089.25,103,0.0,stop,-8.25,2022
2022-01-24,False,,,,,149,,nofill,0.0,2022
2022-01-24,False,,,,,165,,nofill,0.0,2022
2022-01-24,True,,,,,178,,nofill,0.0,2022
2022-01-24,False,5097.25,5089.75,7.5,5112.25,179,0.0,eb_scr,-1.0,2022
2022-01-24,True,5082.5,5096.25,13.75,5055.0,184,0.0,rev,12.25,2022
2022-01-24,False,5072.75,5066.0,6.75,5086.25,191,0.0,rev,-3.0,2022
2022-01-24,True,5068.0,5076.25,8.25,5051.5,194,0.0,target,16.5,2022
2022-01-24,False,5059.25,5050.25,9.0,5077.25,200,0.0,target,18.0,2022
2022-01-24,False,5068.5,5061.25,7.25,5083.0,216,0.0,eb_scr,-1.0,2022
2022-01-24,False,5047.25,5040.0,7.25,5061.75,225,0.0,rev,-5.5,2022
2022-01-24,True,5041.0,5049.0,8.0,5025.0,226,0.0,rev,4.75,2022
2022-01-24,False,5037.0,5030.75,6.25,5049.5,229,0.0,target,12.5,2022
2022-01-24,True,5044.75,5051.5,6.75,5031.25,236,0.0,target,13.5,2022
2022-01-24,False,5034.75,5028.75,6.0,5046.75,239,0.0,target,12.0,2022
2022-01-24,True,5045.75,5054.0,8.25,5029.25,243,0.0,rev,-3.5,2022
2022-01-24,False,5049.5,5040.25,9.25,5068.0,246,0.0,rev,-5.0,2022
2022-01-24,True,5043.25,5051.5,8.25,5026.75,247,0.0,rev,0.25,2022
2022-01-24,False,5044.0,5035.5,8.5,5061.0,256,0.0,target,17.0,2022
2022-01-24,True,,,,,259,,canc,0.0,2022
2022-01-24,True,5054.75,5062.5,7.75,5039.25,261,0.0,rev,-5.5,2022
2022-01-24,False,5062.0,5054.0,8.0,5078.0,262,0.0,target,16.0,2022
2022-01-24,False,5076.5,5068.5,8.0,5092.5,281,0.0,rev,-1.25,2022
2022-01-24,True,,,,,285,,canc,0.0,2022
2022-01-24,False,5085.5,5074.0,11.5,5108.5,286,0.0,rev,2.0,2022
2022-01-24,True,,,,,287,,canc,0.0,2022
2022-01-24,True,5092.5,5100.25,7.75,5077.0,290,0.0,rev,-3.0,2022
2022-01-24,False,5097.0,5090.75,6.25,5109.5,291,0.0,rev,-2.75,2022
2022-01-24,True,5091.75,5097.75,6.0,5079.75,292,0.0,stop,-6.0,2022
2022-01-24,True,5106.5,5112.75,6.25,5094.0,298,0.0,stop,-6.25,2022
2022-01-24,True,5104.25,5113.75,9.5,5085.25,302,0.0,rev,8.5,2022
2022-01-24,False,,,,,308,,canc,0.0,2022
2022-01-24,True,5087.0,5098.75,11.75,5063.5,309,0.0,rev,-1.0,2022
2022-01-24,False,5088.5,5082.0,6.5,5101.5,311,0.0,rev,1.0,2022
2022-01-24,True,5088.75,5096.25,7.5,5073.75,315,0.0,stop,-7.5,2022
2022-01-24,False,5102.5,5087.25,15.25,5133.0,316,0.0,rev,0.0,2022
2022-01-24,True,5100.5,5107.75,7.25,5086.0,323,0.0,rev,-2.75,2022
2022-01-24,False,,,,,325,,canc,0.0,2022
2022-01-24,True,,,,,326,,nofill,0.0,2022
2022-01-24,False,5104.5,5092.25,12.25,5129.0,327,0.0,rev,4.25,2022
2022-01-24,True,5108.0,5113.5,5.5,5097.0,329,0.0,stop,-5.5,2022
2022-01-24,False,5113.75,5107.75,6.0,5125.75,330,0.0,target,12.0,2022
2022-01-24,True,5116.75,5126.0,9.25,5098.25,334,0.0,stop,-9.25,2022
2022-01-24,True,,,,,338,,nofill,0.0,2022
2022-01-24,True,5112.75,5129.0,16.25,5080.25,370,0.0,rev,6.5,2022
2022-01-24,False,5106.5,5099.25,7.25,5121.0,376,0.0,rev,0.75,2022
2022-01-24,True,,,,,377,,canc,0.0,2022
2022-01-24,False,5106.5,5100.0,6.5,5119.5,387,0.0,rev,-4.0,2022
2022-01-24,True,5102.0,5110.25,8.25,5085.5,388,0.0,rev,8.25,2022
2022-01-24,False,5094.25,5088.0,6.25,5106.75,392,0.0,stop,-6.25,2022
2022-01-24,False,5091.5,5081.5,10.0,5111.5,400,0.0,rev,13.0,2022
2022-01-24,True,5100.75,5109.75,9.0,5082.75,405,0.0,rev,-1.25,2022
2022-01-24,False,5104.75,5096.25,8.5,5121.75,406,0.0,target,17.0,2022
2022-01-24,True,5131.25,5135.25,4.0,5123.25,417,0.0,stop,-4.25,2022
2022-01-24,False,5135.75,5128.75,7.0,5149.75,418,0.0,stop,-7.0,2022
2022-01-24,True,5149.5,5155.75,6.25,5137.0,449,0.0,stop,-6.25,2022
2022-01-24,False,5156.5,5143.0,13.5,5183.5,451,0.0,rev,13.5,2022
2022-01-24,True,,,,,455,,canc,0.0,2022
2022-01-24,False,5180.75,5168.75,12.0,5204.75,456,0.0,rev,-0.25,2022
2022-01-24,True,5178.0,5188.0,10.0,5158.0,460,0.0,rev,-3.5,2022
2022-01-24,False,5184.75,5174.0,10.75,5206.25,462,0.0,stop,-11.0,2022
2022-01-24,True,5216.25,5224.5,8.25,5199.75,510,0.0,stop,-8.25,2022
2022-01-25,False,5159.5,5146.75,12.75,5185.0,1,0.0,stop,-12.75,2022
2022-01-25,False,5131.5,5123.0,8.5,5148.5,32,0.0,eb_scr,-5.0,2022
2022-01-25,True,,,,,132,,canc,0.0,2022
2022-01-25,False,5145.5,5136.5,9.0,5163.5,143,0.0,stop,-9.25,2022
2022-01-25,True,,,,,173,,canc,0.0,2022
2022-01-26,True,5238.5,5251.5,13.0,5212.5,153,0.0,rev,-5.0,2022
2022-01-26,False,5244.25,5227.25,17.0,5278.25,155,0.0,stop,-17.0,2022
2022-01-26,False,5216.25,5209.0,7.25,5230.75,181,0.0,rev,-0.5,2022
2022-01-26,True,5215.5,5224.75,9.25,5197.0,183,0.0,stop,-9.75,2022
2022-01-26,True,,,,,199,,eb_canc,0.0,2022
2022-01-26,False,5224.25,5219.0,5.25,5234.75,206,0.0,stop,-5.25,2022
2022-01-26,True,5209.0,5225.25,16.25,5176.5,207,0.0,rev,-3.75,2022
2022-01-26,False,5213.0,5206.0,7.0,5227.0,208,0.0,rev,-3.75,2022
2022-01-26,True,,,,,209,,nofill,0.0,2022
2022-01-26,False,5229.5,5214.25,15.25,5260.0,216,0.0,rev,-12.25,2022
2022-01-26,True,,,,,227,,nofill,0.0,2022
2022-01-26,False,5209.0,5200.5,8.5,5226.0,231,0.0,rev,-3.75,2022
2022-01-26,True,5201.25,5214.0,12.75,5175.75,233,0.0,target,25.5,2022
2022-01-26,False,5181.0,5170.5,10.5,5202.0,241,0.0,rev,-7.25,2022
2022-01-26,True,5172.75,5183.0,10.25,5152.25,242,0.0,rev,-2.25,2022
2022-01-26,False,5175.75,5166.0,9.75,5195.25,247,0.0,rev,-6.0,2022
2022-01-26,True,5169.25,5178.0,8.75,5151.75,248,0.0,stop,-8.75,2022
2022-01-26,True,,,,,252,,nofill,0.0,2022
2022-01-26,False,5180.75,5170.0,10.75,5202.25,253,0.0,rev,6.0,2022
2022-01-26,True,5186.5,5194.0,7.5,5171.5,255,0.0,target,15.0,2022
2022-01-26,False,,,,,271,,canc,0.0,2022
2022-01-26,True,5157.75,5168.5,10.75,5136.25,272,0.0,rev,7.25,2022
2022-01-26,False,,,,,276,,nofill,0.0,2022
