ticker,date,median_low_put_support,median_close_put_support,media_low_put_support,media_close_put_support,worst_low_put_support,worst_close_put_support,regime_success_rate_put_support,come_back_rate_put_support,median_low_put_support_0dte,median_close_put_support_0dte,media_low_put_support_0dte,media_close_put_support_0dte,worst_low_put_support_0dte,worst_close_put_support_0dte,regime_success_rate_put_support_0dte,come_back_rate_put_support_0dte,median_low_call_resistance,median_close_call_resistance,media_low_call_resistance,media_close_call_resistance,worst_low_call_resistance,worst_close_call_resistance,regime_success_rate_call_resistance,come_back_rate_call_resistance,median_low_call_resistance_0dte,median_close_call_resistance_0dte,media_low_call_resistance_0dte,media_close_call_resistance_0dte,worst_low_call_resistance_0dte,worst_close_call_resistance_0dte,regime_success_rate_call_resistance_0dte,come_back_rate_call_resistance_0dte,median_low_1d_min,median_close_1d_min,media_low_1d_min,media_close_1d_min,worst_low_1d_min,worst_close_1d_min,regime_success_rate_1d_min,come_back_rate_1d_min,median_low_1d_max,median_close_1d_max,media_low_1d_max,media_close_1d_max,worst_low_1d_max,worst_close_1d_max,regime_success_rate_1d_max,come_back_rate_1d_max,lookback,n_1d_max,n_1d_min,n_call_resistance,n_call_resistance_0dte,n_put_support,n_put_support_0dte
ES1!,2026-07-31,28.7161379162345,43.48434885524143,38.4594750556717,54.35113781027273,139.43441731738636,130.53434812691535,0.9772727272727273,0.6470588235294118,29.170867820417204,36.6054910924571,44.67168880004671,44.19343576640747,213.60166057131553,204.7015913808445,0.8509803921568627,0.5064935064935064,16.383926779775752,22.12265348012746,23.310006808431012,26.16614972319304,98.47990199438051,89.22330546227214,0.8755020080321285,0.5441176470588235,20.066135933514243,20.430819469165062,25.899797776919844,25.320337369818382,166.66377111189294,156.1028984869811,0.7355371900826446,0.46218487394957986,24.26380952380887,21.86189661507923,38.53845163387052,36.939005621314315,215.05766559196778,174.6355948251227,0.8872180451127819,0.5081967213114754,12.412844897403401,12.911110790329015,20.998232883076415,23.933061971203,166.50535802251935,155.94448539760754,0.9360902255639098,0.5,1095.0,249.0,236.0,218.0,178.0,258.0,217.0
NQ1!,2026-07-31,168.8096698006628,240.2234637957189,278.3244575567062,285.4125726156982,1041.0066366223125,996.3422177996357,0.9019607843137255,0.40476190476190477,138.2175631037673,144.0782076839474,236.21074369484023,253.63943976052994,1467.1111250584809,996.3422177996357,0.7836734693877551,0.4854368932038835,102.84427077224888,102.62975275104584,151.8422972720392,149.32114009222556,696.416350234532,641.6578065668998,0.7947598253275109,0.43373493975903615,123.33092293458604,132.62534541336464,157.32997409713028,160.42241870158728,696.416350234532,641.6578065668998,0.6919431279620853,0.43478260869565216,176.17677277034076,136.1625198614795,252.69086807683576,252.0882364234649,1197.3563560840362,1113.7538087797484,0.8689138576779026,0.453125,89.46048468419781,66.12997768372472,123.28263784457125,112.91293371349033,762.7443913334845,707.9858476658521,0.8917910447761194,0.42,1095.0,239.0,232.0,182.0,146.0,230.0,192.0
RTY1!,2026-07-31,21.082809436777342,13.771329773996724,27.59506583485662,20.942505703914968,103.91666867833426,101.08900422450237,0.8085106382978723,0.3076923076923077,17.627912294861538,12.263335740071998,25.80579361837576,23.824456283829587,154.45252285811026,131.8920419911955,0.7790697674418605,0.5128205128205128,9.743896068806581,14.946975527152665,10.202329948320372,13.366606444635236,23.199902278993413,19.214015984364604,0.9587628865979382,0.6666666666666666,11.498743899966666,13.298419966222406,15.017335641047506,16.064058768532533,40.84061887121415,31.559137846254618,0.8275862068965517,0.6428571428571429,15.472738709271225,18.063744830746128,23.135738816779618,35.272439262926575,119.28544361666121,96.72496274974645,0.9183673469387755,0.68,8.459768890346394,13.386343404015664,12.34063810440129,12.110317821597373,43.28104841645487,27.290513287222833,0.9081632653061225,0.6666666666666666,1095.0,89.0,90.0,93.0,72.0,76.0,67.0
CL1!,2026-07-31,0.29895597890430986,0.9682097044060252,1.5101833936558957,1.0854542948754633,5.8383045175683215,2.2799943206020092,0.9842931937172775,0.5714285714285714,0.9834927234927315,1.1874732157573749,1.7612321474118033,1.645597587017271,11.69957148422283,5.842953465237098,0.8154761904761905,0.5633802816901409,1.2284331185489135,1.5105465686544766,2.083542849296982,1.9842647313940625,8.375148979333071,6.900418410041843,0.9152542372881356,0.5555555555555556,1.3546903236405523,1.5268124280782533,2.278905339174686,2.4104072933816494,18.525955954859203,12.4031444148599,0.7757575757575758,0.5066666666666667,1.1972475751308012,0.8284378652123139,1.856494995615068,1.2961671326292143,7.323799166213515,4.466612641815234,0.8697916666666666,0.4318181818181818,1.4148000735434272,0.9595526076212708,2.560239681281404,1.7164411542956197,19.676695518790396,8.606263471535444,0.8802083333333334,0.425,1095.0,169.0,167.0,162.0,128.0,188.0,137.0
GC1!,2026-07-31,39.87799651235423,36.39207192480555,45.836036371392275,49.90692856812866,115.07453554965721,103.13361004130687,0.8333333333333334,0.4166666666666667,29.65979359683758,54.4426647137253,45.10447561778233,56.67772348838911,155.96811605770952,144.02719054935918,0.7222222222222222,0.5238095238095238,24.533841362402143,35.14061045514671,38.57494546870587,35.14061045514671,71.68684532849915,35.14061045514671,0.975,0.6666666666666666,22.051346948054587,17.392611677338312,29.045803174426474,18.776379342787646,89.4622945094419,35.14061045514671,0.825,0.46153846153846156,32.20028281685372,23.1937651493713,37.8390405001329,35.4702888109648,106.4705262107628,94.52960070241244,0.7209302325581395,0.4,19.78409578297295,11.997434482758774,22.665499384695266,11.152715017119048,44.96630528600344,15.125360512256675,0.9302325581395349,0.7272727272727273,1095.0,40.0,31.0,39.0,33.0,35.0,26.0
SI1!,2026-07-31,0.4993088542466114,1.2280916523235794,1.1873845509446792,1.5797695565313354,4.4867782600939545,4.047032764464529,0.8108108108108109,0.4166666666666667,0.6287366094201637,1.603471971989342,1.292899000114545,2.4342678247624097,5.586141999167508,5.1463965035380825,0.8181818181818182,0.6,0.15134761965487656,,0.15134761965487656,,0.26417286562477693,,1.0,1.0,0.47477010369789646,0.7686760819010064,1.0860289263037752,1.2706540561390094,4.292602386326998,3.763479522734603,0.8048780487804879,0.4666666666666667,0.6017827335247408,0.9397138554216871,1.1275742204887822,1.5095085611776946,4.067645834572167,3.6279003389427418,0.8541666666666666,0.46153846153846156,0.6455307262569868,0.4832664731990488,0.8303287754345418,0.5759563493172032,2.2592694328806315,1.857095816556337,0.8541666666666666,0.5333333333333333,1095.0,41.0,41.0,45.0,33.0,30.0,27.0
HG1!,2026-07-31,0.0504810784355316,0.029242810065908006,0.19354538282611483,0.20134406849397918,1.0295841784989854,0.8838125055119506,0.972972972972973,0.375,0.03801632302405436,0.03022692062048411,0.06689378912448256,0.061644471230487316,0.4557943330149639,0.3078097686375318,0.8562091503267973,0.5510204081632653,0.04857869715542897,0.11719602514919039,0.1089917595258916,0.12410806598170179,0.5142290209790212,0.30892156862745124,0.9444444444444444,0.5263157894736842,0.06564591805457962,0.07333924658248989,0.09668936584716596,0.0920832764261758,1.0343089410589419,0.5330819180819187,0.7716535433070866,0.3958333333333333,0.04373168074024331,0.037351721938774715,0.09589759319316331,0.10214167282420676,1.1902773613193403,1.0445056883323054,0.8670212765957447,0.45652173913043476,0.04491054091202432,0.05295679901599078,0.08447395201026377,0.10211466810777825,1.0343089410589419,0.5330819180819187,0.8829787234042553,0.5416666666666666,1095.0,166.0,163.0,153.0,98.0,180.0,131.0
NG1!,2026-07-31,0.033194187582563046,0.06080998129957765,0.04866020734840171,0.05485244439194755,0.12433030696065722,0.09536013834846555,0.9444444444444444,0.46153846153846156,0.03435025063588636,0.033886350397734626,0.040231704630165066,0.03621116334483244,0.1258859361003283,0.08082712985938743,0.8125,0.45454545454545453,0.02432769624237649,0.015602352941176652,0.03835268873817369,0.015602352941176652,0.09042167878387297,0.015602352941176652,0.9924242424242424,0.8333333333333334,0.059195516971844,0.04460434705670559,0.07013238211765484,0.06473994791844882,0.2605866666666665,0.2512799999999997,0.8928571428571429,0.3333333333333333,0.04043121480289618,0.03448033799155022,0.0463176855578472,0.03722904365408591,0.1177019607843138,0.0796679636835285,0.8712121212121212,0.32,0.035591490260821874,0.08077853761178358,0.05681470900046184,0.09352170503483141,0.2978133333333333,0.2885066666666665,0.9166666666666666,0.6071428571428571,1095.0,121.0,115.0,131.0,100.0,119.0,52.0
6E1!,2026-07-31,0.0026526273018779704,0.0016481820209680496,0.0032708879484340068,0.002746960385091244,0.007700700366858845,0.007535685358997598,0.9390243902439024,0.375,0.0024722730314519622,0.003977785837337809,0.0032643899587152456,0.0035280247217637445,0.00813971884269821,0.007593762091054006,0.8518518518518519,0.3684210526315789,0.0028677087794432383,0.0024287478276775955,0.0032590347937937374,0.0028458913413769047,0.010384708527936411,0.005927546993677732,0.8589743589743589,0.3684210526315789,0.0033582268875679425,0.002309901236639409,0.0037461013158285408,0.003406323753745671,0.010384708527936411,0.008198615668119807,0.7727272727272727,0.4,0.0015820101247092924,0.0008660458815412553,0.002288507108639135,0.0021150870884191096,0.009957317487266434,0.009761307300509205,0.8426966292134831,0.4166666666666667,0.002406482953541772,0.0022584792963111604,0.0027968560960986676,0.002074798301299971,0.0086971933921469,0.006034686627759391,0.8089887640449438,0.32,1095.0,72.0,75.0,67.0,51.0,77.0,69.0
6J1!,2026-07-31,1.1433287761719877e-05,1.3013710618436962e-05,2.0516872273574376e-05,2.1543772362307652e-05,6.643347328796862e-05,5.72066019979736e-05,0.9411764705882353,0.5833333333333334,1.76953677419107e-05,1.928575848560438e-05,2.6657935983651762e-05,3.489403030321766e-05,0.00011256782973794682,0.00010334095844795179,0.8611111111111112,0.5454545454545454,2.51937065148635e-05,1.703107659151139e-05,3.444344291185407e-05,3.086371250731774e-05,0.00012655191753827556,0.00011109519478550867,0.8734177215189873,0.4117647058823529,2.2036017864860684e-05,1.6678109605911724e-05,2.905124836870964e-05,2.192449508016765e-05,6.181013960323343e-05,5.026025236593042e-05,0.8507462686567164,0.4117647058823529,1.785730082644193e-05,1.4559859297857807e-05,2.6301322674050437e-05,2.564832258106154e-05,9.595946141595485e-05,8.673259012595983e-05,0.8636363636363636,0.3333333333333333,1.914361321699359e-05,1.4918662557354884e-05,2.6628443243958477e-05,2.7533395043172323e-05,8.887615582840708e-05,7.341943307564019e-05,0.8977272727272727,0.6086956521739131,1095.0,79.0,76.0,69.0,57.0,80.0,62.0
6A1!,2026-07-31,0.0016013211071627639,0.0005385796545105602,0.0019770187079054423,0.0013814918280111725,0.004698325614534982,0.003112054459232145,0.9666666666666667,0.6111111111111112,0.001327667180709362,0.002062302125734978,0.0021774733818755304,0.0026861101545204973,0.009448518407662415,0.006666454654295239,0.9111111111111111,0.6595744680851063,0.0019385689745311855,0.002991243432574349,0.002736035638782936,0.003216653243740791,0.009997624703087975,0.008822623780267446,0.9114583333333334,0.5142857142857142,0.001717449365679942,0.0025311606117793045,0.002343721033685403,0.0028892601714238047,0.009177556920852904,0.008822623780267446,0.8742138364779874,0.5918367346938775,0.0010898803275246045,0.0009499923919659273,0.0017588536244439897,0.001542411094023397,0.00881942212825931,0.005847583058964426,0.9018691588785047,0.6557377049180327,0.0013940129492974098,0.0018232251518560357,0.0020779839198541957,0.002239008257803743,0.007493670588235273,0.006613356862744972,0.8598130841121495,0.4230769230769231,1095.0,184.0,193.0,175.0,139.0,203.0,164.0
6B1!,2026-07-31,0.004631632531705749,0.004563718543782087,0.004944612111659468,0.004563718543782087,0.01031732665979684,0.008928455763285884,0.9682539682539683,0.5,0.002605583559994287,0.001418162687171069,0.0030007202340321124,0.0014560153691973376,0.010383667180277684,0.003065654119891691,0.9107142857142857,0.6428571428571429,0.0026571785938694654,0.002145481151243269,0.003065676078897059,0.003221381170967483,0.007257884584472035,0.007041231313293583,0.8222222222222222,0.5,0.004089509216415059,0.004168663246831662,0.004684614627381992,0.004614234333828496,0.010714683202162475,0.010112450175849953,0.7142857142857143,0.38095238095238093,0.006686154172365703,0.0015600387105471733,0.007035650661715135,0.003998439490052275,0.01840902580546653,0.014395878760116207,0.8153846153846154,0.14285714285714285,0.0038211355647258484,0.0030454229225509006,0.003973339846995449,0.003934927747581999,0.009289630336274795,0.007017290688259003,0.8307692307692308,0.26666666666666666,1095.0,54.0,53.0,37.0,30.0,61.0,51.0
ZB1!,2026-07-31,0.22008794381495453,,0.2190121157856921,,0.35483760917030843,,1.0,1.0,0.27853633390122745,0.5824700740137164,0.3845687881281597,0.6496004214381556,1.1377658177999521,1.10932167235496,0.9,0.6428571428571429,0.26504315031259285,0.30494129905651884,0.4665023378084606,0.41093176184526203,1.990495024240874,1.8246204388874692,0.75,0.42857142857142855,0.47814482702396627,0.37359913793102933,0.538604300399897,0.5352332099427852,1.990495024240874,1.8246204388874692,0.6739130434782609,0.375,0.18469358201666525,0.49269259536274584,0.5165672345949992,0.9198237728339212,2.353024915650137,1.959354399169471,0.9423076923076923,0.625,0.39988058639578783,0.5234930792889455,0.4910450456646987,0.5485158087054567,1.6339752487879444,1.4681006634345395,0.8461538461538461,0.5555555555555556,1095.0,44.0,49.0,36.0,31.0,51.0,45.0
ZN1!,2026-07-31,0.13875853481769865,0.1407101457335378,0.20195618319489048,0.18189788939205812,0.7345984987962044,0.5418175487465224,0.8961038961038961,0.5833333333333334,0.14390302247951375,0.10703799349086582,0.19497546656126033,0.14469167960542856,0.7345984987962044,0.5098016440314516,0.8088235294117647,0.5588235294117647,0.1705328599578256,0.2180563562986448,0.1705328599578256,0.2180563562986448,0.26478271836263406,0.2180563562986448,0.9887640449438202,0.5,0.1653021137533029,0.15027464886662778,0.21812017298483868,0.24702976175561,0.9125837216074494,0.8024443069306878,0.9036144578313253,0.4666666666666667,0.08949942644106702,0.14256882102272297,0.15501394402774943,0.20893564255244368,0.6074406280667196,0.5165426889106853,0.9438202247191011,0.7058823529411765,0.12578125194340786,0.057943672948835234,0.1989602683450592,0.13234607408917495,0.6729203552708282,0.5627809405940666,0.8522727272727273,0.4090909090909091,1095.0,75.0,84.0,88.0,75.0,69.0,55.0
